Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300051582,26/09/2022,IN202222700,9004775,GS Caltex India Pvt Ltd,Kalamboli,1006958,GS Caltex India Private Limited,Mumbai,134051016,SK 40/24 PV5 <IHS*GS CALTEX* GREY189252B,1340590,SK 40/24 PV5 IHS,33000,22,0,Mumbai,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2848,Maharashtra,Maharashtra,27AADCG6605R1Z3,27AADCG6605R1Z3,PICK UP,MH14DM1572
7300051583,26/09/2022,IN202222701,9004775,GS Caltex India Pvt Ltd,Kalamboli,1006958,GS Caltex India Private Limited,Mumbai,134210353,TSV 40 PV LS <NAT/SILVER AM3518,1342103,TSV 40-1 PV LONG SPOUT,4250,5,0,Mumbai,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2848,Maharashtra,Maharashtra,27AADCG6605R1Z3,27AADCG6605R1Z3,PICK UP,MH14DM1572
7300051584,26/09/2022,IN202222702,9004775,GS Caltex India Pvt Ltd,Kalamboli,1006958,GS Caltex India Private Limited,Mumbai,134210353,TSV 40 PV LS <NAT/SILVER AM3518,1342103,TSV 40-1 PV LONG SPOUT,17000,20,0,Mumbai,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2848,Maharashtra,Maharashtra,27AADCG6605R1Z3,27AADCG6605R1Z3,PICK UP,MH14DM1572
7300051585,26/09/2022,IN202222703,9004775,GS Caltex India Pvt Ltd,Kalamboli,1006958,GS Caltex India Private Limited,Mumbai,134210353,TSV 40 PV LS <NAT/SILVER AM3518,1342103,TSV 40-1 PV LONG SPOUT,12750,15,0,Mumbai,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2848,Maharashtra,Maharashtra,27AADCG6605R1Z3,27AADCG6605R1Z3,PICK UP,MH14DM1572
7300051587,26/09/2022,EX202210067,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,134053018,SK40/24 PV4< IHS ACDELCO* BLK 4174 AC D,1340530,SK 40/24 PV4  CALTEX IHS,45000,30,7608.28,DUBAI,AE,CFR,23801,Meridian Global Shipping & Logistic,EX202210067,Export,DUBAI,,,Export 40 ft,MH46AF3958
7300051587,26/09/2022,EX202210067,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,134050974,SK 40/24 PV5 < BLACK 4174 NO LINER,1340597,SK 40/24 PV5 WOL,210000,140,33705.94,DUBAI,AE,CFR,23801,Meridian Global Shipping & Logistic,EX202210067,Export,DUBAI,,,Export 40 ft,MH46AF3958
7300051587,26/09/2022,EX202210067,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,134050971,SK 40/24 PV5 < RED 0036 NO LINER,1340597,SK 40/24 PV5 WOL,315000,210,50557.35,DUBAI,AE,CFR,23801,Meridian Global Shipping & Logistic,EX202210067,Export,DUBAI,,,Export 40 ft,MH46AF3958
7300051587,26/09/2022,EX202210067,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,134050964,SK 40/24 PV 5<IHS 37.5/2 BLACK4174,1340590,SK 40/24 PV5 IHS,102000,68,17244.55,DUBAI,AE,CFR,23801,Meridian Global Shipping & Logistic,EX202210067,Export,DUBAI,,,Export 40 ft,MH46AF3958
7300051587,26/09/2022,EX202210067,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,134050921,SK 40/24 PV5<*Petronas Black* NO LINER,1340597,SK 40/24 PV5 WOL,204000,136,32742.93,DUBAI,AE,CFR,23801,Meridian Global Shipping & Logistic,EX202210067,Export,DUBAI,,,Export 40 ft,MH46AF3958
7300051587,26/09/2022,EX202210067,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,133066696,SK 38/23 SFB<*TOTAL 3STAR* BLK  NO LINER,1330665,SK 38/23 SFB IHS,205200,114,24429.33,DUBAI,AE,CFR,23801,Meridian Global Shipping & Logistic,EX202210067,Export,DUBAI,,,Export 40 ft,MH46AF3958
