Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300051456,19/09/2022,IN202222581,1019849,Britannia Industries Limited,Ranjangaon,1019849,Britannia Industries Limited,Ranjangaon,172920198,DS 33/15 ACF WHITE HP1279 *BRITANNIA*,1729201,DS 33/15 SFB ACF (3303),"1,512,000",360,0.00,Ranjangaon,IN,CIF,17587,N P TRANSPORT,NP0912,Maharashtra,Maharashtra,27AABCB2066P1ZF,27AABCB2066P1ZF,Cont.-20 Ft.,MH14EM8919
7300051457,19/09/2022,IN202222582,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,wada,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,Wada,170850198,DS SUS 28/16 7085 SFB<BLCK*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"600,000",120,0.00,Wada,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2836,Maharashtra,Maharashtra,27AAACH3005M1ZR,27AAACH3005M1ZR,Cont.-20 Ft.,MH14GD7385
7300051458,19/09/2022,IN202222583,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,wada,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,Wada,170850197,DS SUS 28/16 7085 SFB <BLU*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"1,200,000",240,0.00,Wada,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2836,Maharashtra,Maharashtra,27AAACH3005M1ZR,27AAACH3005M1ZR,Cont.-20 Ft.,MH14GD7385
7300051459,19/09/2022,IN202222584,1011887,Castrol India Limited,"Silvasa, Castrol",1011887,Castrol India Limited,Silvassa,134059117,SK40/24 PV6<IHS *CASTROL*RED 3984,1340591,SK 40/24 PV6 IHS CASTROL,"180,000",120,0.00,Silvassa,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2207007,DNH & Daman & Diu,DNH & Daman & Diu,26AAACC4481E1ZX,26AAACC4481E1ZX,LCV-17 Ft.,DN09U9909
7300051459,19/09/2022,IN202222584,1011887,Castrol India Limited,"Silvasa, Castrol",1011887,Castrol India Limited,Silvassa,134059113,"SK40/24 PV6<IHS*CASTROL*SILV/GREY PKT3,6",1340591,SK 40/24 PV6 IHS CASTROL,"3,000",2,0.00,Silvassa,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2207007,DNH & Daman & Diu,DNH & Daman & Diu,26AAACC4481E1ZX,26AAACC4481E1ZX,LCV-17 Ft.,DN09U9909
7300051459,19/09/2022,IN202222584,1011887,Castrol India Limited,"Silvasa, Castrol",1011887,Castrol India Limited,Silvassa,134059102,SK40/24 PV6<IHS-RS.10/-*CASTROL*RED 3984,1340591,SK 40/24 PV6 IHS CASTROL,"42,000",28,0.00,Silvassa,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2207007,DNH & Daman & Diu,DNH & Daman & Diu,26AAACC4481E1ZX,26AAACC4481E1ZX,LCV-17 Ft.,DN09U9909
7300051460,19/09/2022,IN202222585,1013463,Regent Enterprises Limited,Hapur,1013463,Regent Enterprises Limited,Meerut,152300450,CTC 29/13<RED 2048 (L.W.),1523003,CTC 29/13,"150,000",25,0.00,Meerut,IN,CIF,17241,TCI Express Limited,TE64432454,Uttar Pradesh,Uttar Pradesh,09AABCC8928K1Z7,09AABCC8928K1Z7,LCL,MH14DM9987
7300051461,19/09/2022,IN202222586,1013463,Regent Enterprises Limited,Hapur,1013463,Regent Enterprises Limited,Meerut,116210265,P2 K <*TX PRG* NAT/ RED 0036,1162101,P2 K,"5,400",3,0.00,Meerut,IN,CIF,17241,TCI Express Limited,TE64432454,Uttar Pradesh,Uttar Pradesh,09AABCC8928K1Z7,09AABCC8928K1Z7,LCL,MH14DM9987
7300051463,19/09/2022,IN202222588,1020117,"CavinKare Pvt. Ltd, KPM MFG",Kanchipuram,1020117,"CavinKare Pvt. Ltd, KPM MFG",Kanchipuram,172522302,HEXACAP 27/14 3852 SFB 3T 120K WHITE1086,1725220,HEXACAP 27/14 3852 SFB 3T 120KN,"302,500",55,"15,000.00",Kanchipuram,IN,CPT,15980,J.K.Transport & Logistics Pvt. Ltd,JK66281,Tamil Nadu,Tamil Nadu,33AAACB3754B1ZB,33AAACB3754B1ZB,LCL,MH23AU4407
7300051464,19/09/2022,IN202222589,1007303,N. K. Proteins Pvt. Ltd.,Rajkot,1007303,N. K. Proteins Pvt. Ltd.,Rajkot,116310410,BERG SPOUT 42 ECCO<ORANGE 0032*TIRUPATI*,1163201,BERG SPOUT 42 ECO,"100,800",63,0.00,Rajkot,IN,CIF,97300171,V-Trans (India) Ltd.,VT20324810,Gujarat,Gujarat,24AAACN9377N1ZU,24AAACN9377N1ZU,LCL,MH12NX9846
