Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300047498,22/01/2022,IN202123993,1017538,Parakh Foods & Oils Ltd,Khalapur,1017538,Parakh Foods & Oils Ltd,"Khalapur, RAIGAD",116310446,BERG SPOUT 42 ECCO< YELLOW 0046 *PARAKH*,1163201,BERG SPOUT 42 ECO,"9,600",30,0.00,"Khalapur, RAIGAD",IN,CPT,17587,N P TRANSPORT,NP1152,Maharashtra,Maharashtra,27AABCP0313P1ZF,27AABCP0313P1ZF,PICK UP,MH14EM0626
7300047498,22/01/2022,IN202123993,1017538,Parakh Foods & Oils Ltd,Khalapur,1017538,Parakh Foods & Oils Ltd,"Khalapur, RAIGAD",116310455,BERG SPOUT 42 ECCO<  ORANGE 8397*PARAKH*,1163201,BERG SPOUT 42 ECO,"59,200",40,"4,500.00","Khalapur, RAIGAD",IN,CPT,17587,N P TRANSPORT,NP1152,Maharashtra,Maharashtra,27AABCP0313P1ZF,27AABCP0313P1ZF,PICK UP,MH14EM0626
7300047499,22/01/2022,IN202123994,1018453,TOTALENERGIES MARKETING INDIA PVT.,Navi Mumbai,1018452,TOTALENERGIES MARKETING INDIA PVT.,"Andheri (East),Mumbai",135292452,SK 50/21-2 SFB  BLK 61 TOTAL RPL RS.50,1352924,SK 50/21-2 SFB RPL,"20,400",17,0.00,"Andheri (East),Mumbai",IN,CIF,17587,N P TRANSPORT,NP1154,Maharashtra,Maharashtra,27AAACE2175M1ZH,27AAACE2175M1ZH,LCV-709,MH04GR0442
7300047499,22/01/2022,IN202123994,1018453,TOTALENERGIES MARKETING INDIA PVT.,Navi Mumbai,1018452,TOTALENERGIES MARKETING INDIA PVT.,"Andheri (East),Mumbai",133066838,SK 38/23 SFB<ELF  BLK * ELF RPL * RS.20,1330665,SK 38/23 SFB IHS,"151,200",84,0.00,"Andheri (East),Mumbai",IN,CIF,17587,N P TRANSPORT,NP1154,Maharashtra,Maharashtra,27AAACE2175M1ZH,27AAACE2175M1ZH,LCV-709,MH04GR0442
7300047500,22/01/2022,IN202123995,9007846,TURBHE CHEMICALS PVT LTD,Navi Mumbai,1018452,TOTALENERGIES MARKETING INDIA PVT.,"Andheri (East),Mumbai",135292454,SK 50/21-2 SFB RPL BLK 61 ELF RPL,1352924,SK 50/21-2 SFB RPL,"12,000",10,0.00,"Andheri (East),Mumbai",IN,CIF,17587,N P TRANSPORT,NP1153,Maharashtra,Maharashtra,27AAACE2175M1ZH,27AAACE2175M1ZH,PICK UP,MH14EM5580
7300047500,22/01/2022,IN202123995,9007846,TURBHE CHEMICALS PVT LTD,Navi Mumbai,1018452,TOTALENERGIES MARKETING INDIA PVT.,"Andheri (East),Mumbai",133066686,SK 38/23 SFB <IHS TOTAL  BLK *TOTAL(RPL),1330665,SK 38/23 SFB IHS,"25,200",14,0.00,"Andheri (East),Mumbai",IN,CIF,17587,N P TRANSPORT,NP1153,Maharashtra,Maharashtra,27AAACE2175M1ZH,27AAACE2175M1ZH,PICK UP,MH14EM5580
7300047500,22/01/2022,IN202123995,9007846,TURBHE CHEMICALS PVT LTD,Navi Mumbai,1018452,TOTALENERGIES MARKETING INDIA PVT.,"Andheri (East),Mumbai",133066681,SK 38/23 SFB <IHS ELF  BLK * ELF RPL*(R),1330665,SK 38/23 SFB IHS,"25,200",14,0.00,"Andheri (East),Mumbai",IN,CIF,17587,N P TRANSPORT,NP1153,Maharashtra,Maharashtra,27AAACE2175M1ZH,27AAACE2175M1ZH,PICK UP,MH14EM5580
7300047501,22/01/2022,IN202123996,9005459,BHARATIYAM FOODS & BEVERAGES PVT LT,Bidadi,1012973,HINDUSTAN COCA-COLA BEVERAGES PVT L,Bidadi Hobli,172600553,HEX.29/11SFB3T 120K0.4V22<BLU*KINLEY OCT,1726210,HEXALITE 29/11 7266 SFB 3T  120KN,"1,320,000",360,0.00,Bidadi Hobli,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL31359,Karnataka,Karnataka,29AAACH3005M1ZN,29AABCB6746L1Z8,Cont.-20 Ft.,KA52B1784
7300047502,22/01/2022,IN202123997,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"3,060,000",360,0.00,Goblej,IN,CIF,17587,N P TRANSPORT,NP1155,Gujarat,Gujarat,24AAACH3005M1ZX,24AAACH3005M1ZX,Cont.-20 Ft.,MH14GU6600
7300047503,22/01/2022,IN202123998,1017413,BUNGE INDIA PVT LTD,Trichy,1017413,BUNGE INDIA PVT LTD,"TRICHY, TAMILNADU",116310428,BERG SPOUT 42 ECCO< YELLOW 0046 *BUNGE*,1163201,BERG SPOUT 42 ECO,"36,800",23,0.00,"TRICHY, TAMILNADU",IN,CIF,97300171,V-Trans (India) Ltd.,20245938,Tamil Nadu,Tamil Nadu,33AAACG7034K1ZQ,33AAACG7034K1ZQ,LCL,MH12NX9846
7300047507,22/01/2022,IN202124002,97300168,Shree Hari Industries (Hari Oil Mil,Bharatpur,97300168,Shree Hari Industries (Hari Oil Mil,Bharatpur,152220304,EV 21/20 MAG yellow / RED 0036 *ENGINE*,1520201,EV 21/20  MAG (7740),"433,200",114,0.00,Bharatpur,IN,CIF,17241,TCI Express Limited,58815886,Rajasthan,Rajasthan,08AAEFS5110M1Z4,08AAEFS5110M1Z4,LCL,MH14HG6001
7300047509,22/01/2022,IN202124004,1009038,Bhawani Silicate Industries,Jaipur,1009038,Bhawani Silicate Industries,Jaipur,152220324,EV 21/20 MAG RED / RED 0036 *BUNGE*,1520201,EV 21/20  MAG (7740),"1,003,200",264,0.00,Jaipur,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL39656,Rajasthan,Rajasthan,08AABFB8373Q1ZT,08AABFB8373Q1ZT,Cont.-20 Ft.,HR47D5965
7300047510,22/01/2022,IN202124005,1019507,Hindustan Coca-Cola Beverages Pvt L,Siliguri,1019507,Hindustan Coca-Cola Beverages Pvt L,"Jalpaiguri, West Bengal",170850197,DS SUS 28/16 7085 SFB <BLU*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"3,100,000",620,0.00,"Jalpaiguri, West Bengal",IN,CIF,14046,Oms Logistics Private Limited,O52493,West Bengal,West Bengal,19AAACH3005M1ZO,19AAACH3005M1ZO,Cont.-32 Ft.9,UP21BN2820
7300047511,22/01/2022,IN202124006,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,172600553,HEX.29/11SFB3T 120K0.4V22<BLU*KINLEY OCT,1726210,HEXALITE 29/11 7266 SFB 3T  120KN,"1,320,000",360,0.00,Goblej,IN,CIF,17587,N P TRANSPORT,NP1156,Gujarat,Gujarat,24AAACH3005M1ZX,24AAACH3005M1ZX,Cont.-20 Ft.,MH14EM8919
7300047512,22/01/2022,IN202124007,1011887,Castrol India Limited,"Silvasa, Castrol",1011887,Castrol India Limited,Silvassa,134059117,SK40/24 PV6<IHS *CASTROL*RED 3984,1340591,SK 40/24 PV6 IHS CASTROL,"154,500",103,0.00,Silvassa,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103362,DNH & Daman & Diu,DNH & Daman & Diu,26AAACC4481E1ZX,26AAACC4481E1ZX,LCV-709,DN09K9797
7300047513,22/01/2022,IN202124008,1006578,Balmer Lawrie & Co. Ltd.,Silvasa,1006578,Balmer Lawrie & Co. Ltd.,Silvasa,133060997,SK 38/23 PV <BALMEROL*IHS BALMR RED 0036,1330603,SK 38/23 PV IHS,"273,600",152,0.00,Silvasa,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103360,DNH & Daman & Diu,DNH & Daman & Diu,26AABCB0984E1ZX,26AABCB0984E1ZX,LCV-17 Ft.,DN09N9891
7300047514,22/01/2022,IN202124009,97300250,Raj Petro Specialities Pvt. Ltd.,Silvasa,97300250,Raj Petro Specialities Pvt. Ltd.,Silvassa,134050962,"SK 40/24 PV5 <IHS 37.5/2 RED ""ZOOMOL""",1340590,SK 40/24 PV5 IHS,"58,500",39,0.00,Silvassa,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103363,DNH & Daman & Diu,DNH & Daman & Diu,26AACCS4923P1ZX,26AACCS4923P1ZX,Tempo-407,DN09V9927
7300047515,24/01/2022,IN202124010,1007343,Hindustan Coca Cola Bev. Pvt. Ltd.,Pirangut,1007343,Hindustan Coca Cola Bev. Pvt. Ltd.,Pune,170850197,DS SUS 28/16 7085 SFB <BLU*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"1,000,000",200,0.00,Pune,IN,CIF,17587,N P TRANSPORT,NP1157,Maharashtra,Maharashtra,27AAACH3005M1ZR,27AAACH3005M1ZR,Cont.-20 Ft.,MH14HU9558
7300047515,24/01/2022,IN202124010,1007343,Hindustan Coca Cola Bev. Pvt. Ltd.,Pirangut,1007343,Hindustan Coca Cola Bev. Pvt. Ltd.,Pune,170850198,DS SUS 28/16 7085 SFB<BLCK*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"400,000",80,0.00,Pune,IN,CIF,17587,N P TRANSPORT,NP1157,Maharashtra,Maharashtra,27AAACH3005M1ZR,27AAACH3005M1ZR,Cont.-20 Ft.,MH14HU9558
