Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300050721,28/07/2022,EX202210044,1017101,International Beverages Private Lim,BANGLADESH,1017101,International Beverages Private Lim,Bangladesh,170401002,DS SUS 22/14 7040 SFB <RED 2048*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"6,120,000",720,"376,200.00",Bangladesh,BD,CFR,23801,Meridian Global Shipping & Logistic,EX202210044,Export,Bangladesh,,,Export 40 ft,MH43U3002
7300050722,28/07/2022,IN202221903,1019291,Mahesh Edible Agro Oil Industry Pvt,Alwar,1019291,Mahesh Edible Agro Oil Industry Pvt,Alwar,152300450,CTC 29/13<RED 2048 (L.W.),1523003,CTC 29/13,"60,000",10,0.00,Alwar,IN,CIF,17241,TCI Express Limited,TE064115133,Rajasthan,Rajasthan,08AAECB2154P1ZF,08AAECB2154P1ZF,LCL,MH05K9983
7300050723,28/07/2022,IN202221904,97300198,Tide Water Oil Company (India) Ltd.,Kolkata,97300198,Tide Water Oil Company (India) Ltd.,Howrah,133060750,SK 38/23 PV <*VEEDOL*IHS-Rs50 BLU 0.9L,1330603,SK 38/23 PV IHS,"5,400",3,0.00,Howrah,IN,CIF,17241,TCI Express Limited,TE064115133,West Bengal,West Bengal,19AABCT1122C1ZY,19AABCT1122C1ZY,LCL,MH05K9983
7300050723,28/07/2022,IN202221904,97300198,Tide Water Oil Company (India) Ltd.,Kolkata,97300198,Tide Water Oil Company (India) Ltd.,Howrah,133060809,SK 38/23 PV <*VEED*IHS-VEE A MARINE BLUE,1330603,SK 38/23 PV IHS,"3,600",2,0.00,Howrah,IN,CIF,17241,TCI Express Limited,TE064115133,West Bengal,West Bengal,19AABCT1122C1ZY,19AABCT1122C1ZY,LCL,MH05K9983
7300050723,28/07/2022,IN202221904,97300198,Tide Water Oil Company (India) Ltd.,Kolkata,97300198,Tide Water Oil Company (India) Ltd.,Howrah,133061023,SK 38/23 PV<*VEEDOL*IHS-Rs20 BLUE 900ml,1330603,SK 38/23 PV IHS,"39,600",22,0.00,Howrah,IN,CIF,17241,TCI Express Limited,TE064115133,West Bengal,West Bengal,19AABCT1122C1ZY,19AABCT1122C1ZY,LCL,MH05K9983
7300050723,28/07/2022,IN202221904,97300198,Tide Water Oil Company (India) Ltd.,Kolkata,97300198,Tide Water Oil Company (India) Ltd.,Howrah,133061025,SK 38/23 PV<*VEEDOL*IHS-Rs25 BLK 1ltr,1330603,SK 38/23 PV IHS,"1,800",1,0.00,Howrah,IN,CIF,17241,TCI Express Limited,TE064115133,West Bengal,West Bengal,19AABCT1122C1ZY,19AABCT1122C1ZY,LCL,MH05K9983
7300050723,28/07/2022,IN202221904,97300198,Tide Water Oil Company (India) Ltd.,Kolkata,97300198,Tide Water Oil Company (India) Ltd.,Howrah,133061026,SK 38/23 PV<*VEEDOL*IHS-Rs25 GOLD 0.9LTR,1330603,SK 38/23 PV IHS,"18,000",10,0.00,Howrah,IN,CIF,17241,TCI Express Limited,TE064115133,West Bengal,West Bengal,19AABCT1122C1ZY,19AABCT1122C1ZY,LCL,MH05K9983
7300050724,28/07/2022,IN202221905,97300198,Tide Water Oil Company (India) Ltd.,Kolkata,97300198,Tide Water Oil Company (India) Ltd.,Howrah,134053243,SK 40/24 PV5 <IHS 37.5/2 WHITE *VEEDOL*,1340590,SK 40/24 PV5 IHS,"7,500",5,0.00,Howrah,IN,CIF,17241,TCI Express Limited,TE064115133,West Bengal,West Bengal,19AABCT1122C1ZY,19AABCT1122C1ZY,LCL,MH05K9983
7300050724,28/07/2022,IN202221905,97300198,Tide Water Oil Company (India) Ltd.,Kolkata,97300198,Tide Water Oil Company (India) Ltd.,Howrah,134050970,"SK 40/24 PV2 <IHS 37.5/2 BLACK  ""VEEDOL""",1340507,SK 40/24 PV2 IHS,"1,500",1,0.00,Howrah,IN,CIF,17241,TCI Express Limited,TE064115133,West Bengal,West Bengal,19AABCT1122C1ZY,19AABCT1122C1ZY,LCL,MH05K9983
7300050724,28/07/2022,IN202221905,97300198,Tide Water Oil Company (India) Ltd.,Kolkata,97300198,Tide Water Oil Company (India) Ltd.,Howrah,133061024,SK 38/23 PV<*VEEDOL*IHS-Rs20 WHI 1LTR,1330603,SK 38/23 PV IHS,"27,000",15,0.00,Howrah,IN,CIF,17241,TCI Express Limited,TE064115133,West Bengal,West Bengal,19AABCT1122C1ZY,19AABCT1122C1ZY,LCL,MH05K9983
7300050724,28/07/2022,IN202221905,97300198,Tide Water Oil Company (India) Ltd.,Kolkata,97300198,Tide Water Oil Company (India) Ltd.,Howrah,133061021,SK 38/23 PV<*VEEDOL*IHS-Rs100GOLD X8-173,1330603,SK 38/23 PV IHS,"1,800",1,0.00,Howrah,IN,CIF,17241,TCI Express Limited,TE064115133,West Bengal,West Bengal,19AABCT1122C1ZY,19AABCT1122C1ZY,LCL,MH05K9983
