Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300051335,12/09/2022,IN202222471,1007565,Castrol India Limited,Patalganga,1007565,Castrol India Limited,Patalganga,134050975,SK 40/24 PV6<GTX ULTRA CASTROL37.5/2 BLK,1340591,SK 40/24 PV6 IHS CASTROL,"24,000",16,0.00,Patalganga,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2828,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACC4481E1ZV,PICK UP,MH14DM1572
7300051338,12/09/2022,IN202222473,1015095,ADM Agro Industries India Pvt. Ltd.,Hubli,1015095,ADM Agro Industries India Pvt. Ltd.,DHARWAD,116310256,BERG SPOUT 42 < GREEN 0024 *ADM*,1163101,"BERG SPOUT 42/4,1","9,600",6,0.00,DHARWAD,IN,CIF,17241,TCI Express Limited,TE64118331,Karnataka,Karnataka,29AAHCA6963E1ZF,29AAHCA6963E1ZF,LCL,MH05K9983
7300051340,12/09/2022,IN202222475,1016857,Dashmile Lubtech Pvt Ltd,Navi Mumbai,1016857,Dashmile Lubtech Pvt Ltd,"Taloja, Raigad",134053246,SK 40/24 PV5 <IHS 37.5/2 RED *AMBEROL*,1340590,SK 40/24 PV5 IHS,"48,000",32,"5,140.00","Taloja, Raigad",IN,CPT,97300171,V-Trans (India) Ltd.,VT20324754,Maharashtra,Maharashtra,27AAHCD2462K1ZH,27AAHCD2462K1ZH,LCL,MH14EM8919
7300051341,12/09/2022,IN202222476,1011280,DECCAN CANS & PRINTERS PVT.LTD.,Daman,1011280,DECCAN CANS & PRINTERS PVT.LTD.,DAMAN(U.T.),116210267,P2 K B1 <*TX PRG* BLU/ WHITE 1086,1162110,P2 K CL,"18,000",10,0.00,DAMAN(U.T.),IN,CIF,97300171,V-Trans (India) Ltd.,VT20324755,DNH & Daman & Diu,DNH & Daman & Diu,26AAACD1511C1ZJ,26AAACD1511C1ZJ,LCL,MH14EM8919
7300051341,12/09/2022,IN202222476,1011280,DECCAN CANS & PRINTERS PVT.LTD.,Daman,1011280,DECCAN CANS & PRINTERS PVT.LTD.,DAMAN(U.T.),116211081,P2 K CL BLU/RED 21,1162110,P2 K CL,"50,400",28,0.00,DAMAN(U.T.),IN,CIF,97300171,V-Trans (India) Ltd.,VT20324755,DNH & Daman & Diu,DNH & Daman & Diu,26AAACD1511C1ZJ,26AAACD1511C1ZJ,LCL,MH14EM8919
7300051343,12/09/2022,IN202222478,1014167,ADM Agro Industries Latur & Vizag P,Latur ,1014167,ADM Agro Industries Latur & Vizag P,Latur,116310256,BERG SPOUT 42 < GREEN 0024 *ADM*,1163101,"BERG SPOUT 42/4,1","25,600",16,0.00,Latur,IN,CIF,97300171,V-Trans (India) Ltd.,VT20324765,Maharashtra,Maharashtra,27AAACT0700F1ZY,27AAACT0700F1ZY,LCL,MH14EM8919
7300051344,12/09/2022,IN202222479,9006910,SLMG Beverages Pvt. Limited,Barabanki,1015345,SLMG Beverages Pvt. Ltd.,Lucknow,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"5,304,000",624,"84,500.00",Lucknow,IN,CPT,14046,Oms Logistics Private Limited,O65084,Uttar Pradesh,Uttar Pradesh,09AAYCS4927P1Z3,09AAYCS4927P1Z3,Cont.-32 Ft.9,HR38AC4366
7300051345,12/09/2022,IN202222480,1011887,Castrol India Limited,"Silvasa, Castrol",1011887,Castrol India Limited,Silvassa,134050975,SK 40/24 PV6<GTX ULTRA CASTROL37.5/2 BLK,1340591,SK 40/24 PV6 IHS CASTROL,"3,000",2,0.00,Silvassa,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2206565,DNH & Daman & Diu,DNH & Daman & Diu,26AAACC4481E1ZX,26AAACC4481E1ZX,LCV-17 Ft.,DN09P9957
7300051345,12/09/2022,IN202222480,1011887,Castrol India Limited,"Silvasa, Castrol",1011887,Castrol India Limited,Silvassa,134059121,SK40/24 PV6<IHS RS 50 *CASTROL*RED CRUIS,1340591,SK 40/24 PV6 IHS CASTROL,"3,000",2,0.00,Silvassa,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2206565,DNH & Daman & Diu,DNH & Daman & Diu,26AAACC4481E1ZX,26AAACC4481E1ZX,LCV-17 Ft.,DN09P9957
7300051345,12/09/2022,IN202222480,1011887,Castrol India Limited,"Silvasa, Castrol",1011887,Castrol India Limited,Silvassa,134059117,SK40/24 PV6<IHS *CASTROL*RED 3984,1340591,SK 40/24 PV6 IHS CASTROL,"208,500",139,0.00,Silvassa,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2206565,DNH & Daman & Diu,DNH & Daman & Diu,26AAACC4481E1ZX,26AAACC4481E1ZX,LCV-17 Ft.,DN09P9957
