Vehicle Name,Rate,Destination,UpdatedDate
PICK UP,5500,Ranjangaon,01/08/2022
LCV-709,7200,Ranjangaon,01/08/2022
LCV-17 Ft.,7700,Ranjangaon,01/08/2022
Truck-19 Ft.,8200,Ranjangaon,01/08/2022
Cont.-19 Ft.,10000,Ranjangaon,01/08/2022
Cont.-20 Ft.,10600,Ranjangaon,01/08/2022
PICK UP,6800,Shirur,01/08/2022
LCV-709,8600,Shirur,01/08/2022
LCV-17 Ft.,9200,Shirur,01/08/2022
Cont.-19 Ft.,11500,Shirur,01/08/2022
Cont.-20 Ft.,12100,Shirur,01/08/2022
