Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300048953,18/04/2022,IN202220244,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,172600553,HEX.29/11SFB3T 120K0.4V22<BLU*KINLEY OCT,1726210,HEXALITE 29/11 7266 SFB 3T  120KN,"1,320,000",360,0.00,Goblej,IN,CIF,17587,N P TRANSPORT,NP0175,Gujarat,Gujarat,24AAACH3005M1ZX,24AAACH3005M1ZX,Cont.-20 Ft.,MH14EM8919
7300048954,18/04/2022,IN202220245,1007565,Castrol India Limited,Patalganga,1007565,Castrol India Limited,Patalganga,134059102,SK40/24 PV6<IHS-RS.10/-*CASTROL*RED 3984,1340591,SK 40/24 PV6 IHS CASTROL,"300,000",200,0.00,Patalganga,IN,CIF,17587,N P TRANSPORT,NP0131,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACC4481E1ZV,LCV-17 Ft.,MH14HU9558
7300048955,18/04/2022,IN202220246,1016427,Varun Beverages,Mumbai,1016427,Varun Beverages,Mahul. Mumbai,170850313,DS SUS 28/16 7085 CSD3<RED *PEPSI STING*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"385,000",77,0.00,Mahul. Mumbai,IN,CIF,17587,N P TRANSPORT,NP0176,Maharashtra,Maharashtra,27AAACV2678L1ZU,27AAACV2678L1ZU,Cont.-20 Ft.,MH14HG9279
7300048955,18/04/2022,IN202220246,1016427,Varun Beverages,Mumbai,1016427,Varun Beverages,Mahul. Mumbai,170850308,DS SUS 28/16 7085 CSD3<BLUE138 PEPSI UNI,1708501,DS SUS 28/16 7085 SFB CSD3,"405,000",81,0.00,Mahul. Mumbai,IN,CIF,17587,N P TRANSPORT,NP0176,Maharashtra,Maharashtra,27AAACV2678L1ZU,27AAACV2678L1ZU,Cont.-20 Ft.,MH14HG9279
7300048955,18/04/2022,IN202220246,1016427,Varun Beverages,Mumbai,1016427,Varun Beverages,Mahul. Mumbai,170850191,DS SUS 28/16 7085 CSD3<ORAN084 PEPSI UNI,1708501,DS SUS 28/16 7085 SFB CSD3,"600,000",120,0.00,Mahul. Mumbai,IN,CIF,17587,N P TRANSPORT,NP0176,Maharashtra,Maharashtra,27AAACV2678L1ZU,27AAACV2678L1ZU,Cont.-20 Ft.,MH14HG9279
7300048955,18/04/2022,IN202220246,1016427,Varun Beverages,Mumbai,1016427,Varun Beverages,Mahul. Mumbai,170850188,DS SUS 28/16 7085 CSD3<WHIT086 PEPSI UNI,1708501,DS SUS 28/16 7085 SFB CSD3,"410,000",82,0.00,Mahul. Mumbai,IN,CIF,17587,N P TRANSPORT,NP0176,Maharashtra,Maharashtra,27AAACV2678L1ZU,27AAACV2678L1ZU,Cont.-20 Ft.,MH14HG9279
7300048959,18/04/2022,IN202220248,1016872,BANASKANTHA DIST.COOP.MILK UNION LT,Faridabad,1016872,BANASKANTHA DIST.COOP.MILK UNION LT,FARIDABAD,173080758,SK 38/16 S DS <* AMUL * BLUE 9148 54GC0,1730801,SK 38/16 S DS,"1,872,000",624,0.00,FARIDABAD,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL42704,Haryana,Haryana,06AAAAB0575E1Z9,06AAAAB0575E1Z9,Cont.-32 Ft.9,RJ14GK3279
7300048960,18/04/2022,IN202220249,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,Bidadi,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,"Bidadi, Hobli",172600553,HEX.29/11SFB3T 120K0.4V22<BLU*KINLEY OCT,1726210,HEXALITE 29/11 7266 SFB 3T  120KN,"1,320,000",360,0.00,"Bidadi, Hobli",IN,CIF,16512,TCI HI-WAYS PVT LTD,LL42705,Karnataka,Karnataka,29AAACH3005M1ZN,29AAACH3005M1ZN,Cont.-20 Ft.,KA25AB0939
7300048961,18/04/2022,IN202220250,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,Bidadi,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,"Bidadi, Hobli",170401022,DS SUS 22/14 7040 SFB<WHITE *COCA-COLA*,1704001,DS SUS 22/14 7040 SFB,"1,530,000",180,0.00,"Bidadi, Hobli",IN,CIF,14046,Oms Logistics Private Limited,O64786,Karnataka,Karnataka,29AAACH3005M1ZN,29AAACH3005M1ZN,Cont.-20 Ft.,KA52A9992
7300048961,18/04/2022,IN202220250,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,Bidadi,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,"Bidadi, Hobli",170401002,DS SUS 22/14 7040 SFB <RED 2048*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"1,530,000",180,0.00,"Bidadi, Hobli",IN,CIF,14046,Oms Logistics Private Limited,O64786,Karnataka,Karnataka,29AAACH3005M1ZN,29AAACH3005M1ZN,Cont.-20 Ft.,KA52A9992
