Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300047566,28/01/2022,EX202110115,1019472,Xclusive Can Limited,BANGLADESH,1019472,Xclusive Can Limited,"Gazipur, Bangladesh",116210256,P2 K B1 <NAT/RED 0036 UNI,1162101,P2 K,"36,000",20,"58,512.00","Gazipur, Bangladesh",BD,CFR,23801,Meridian Global Shipping & Logistic,202110115,Export,"Gazipur, Bangladesh",,,LCL,MH14HU6965
7300047568,28/01/2022,IN202124058,1007565,Castrol India Limited,Patalganga,1007565,Castrol India Limited,Patalganga,134050964,SK 40/24 PV 5<IHS 37.5/2 BLACK4174,1340590,SK 40/24 PV5 IHS,"9,000",6,0.00,Patalganga,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2283,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACC4481E1ZV,PICK UP,MH14HU4730
7300047568,28/01/2022,IN202124058,1007565,Castrol India Limited,Patalganga,1007565,Castrol India Limited,Patalganga,134050975,SK 40/24 PV6<GTX ULTRA CASTROL37.5/2 BLK,1340591,SK 40/24 PV6 IHS CASTROL,"21,000",14,0.00,Patalganga,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2283,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACC4481E1ZV,PICK UP,MH14HU4730
7300047568,28/01/2022,IN202124058,1007565,Castrol India Limited,Patalganga,1007565,Castrol India Limited,Patalganga,134059110,"SK40/24 PV6<IHS *CASTROL*M GREEN PKT3,6",1340591,SK 40/24 PV6 IHS CASTROL,"52,500",35,0.00,Patalganga,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2283,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACC4481E1ZV,PICK UP,MH14HU4730
7300047568,28/01/2022,IN202124058,1007565,Castrol India Limited,Patalganga,1007565,Castrol India Limited,Patalganga,134059113,"SK40/24 PV6<IHS *CASTROL*SILVER PKT3,6",1340591,SK 40/24 PV6 IHS CASTROL,"10,500",7,0.00,Patalganga,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2283,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACC4481E1ZV,PICK UP,MH14HU4730
7300047568,28/01/2022,IN202124058,1007565,Castrol India Limited,Patalganga,1007565,Castrol India Limited,Patalganga,134059121,SK40/24 PV6<IHS RS 50 *CASTROL*RED CRUIS,1340591,SK 40/24 PV6 IHS CASTROL,"7,500",5,0.00,Patalganga,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2283,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACC4481E1ZV,PICK UP,MH14HU4730
7300047568,28/01/2022,IN202124058,1007565,Castrol India Limited,Patalganga,1007565,Castrol India Limited,Patalganga,134059123,SK40/24 PV6<IHS POWER1 CRBMin *CASTR*RED,1340591,SK 40/24 PV6 IHS CASTROL,"21,000",14,0.00,Patalganga,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2283,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACC4481E1ZV,PICK UP,MH14HU4730
7300047569,28/01/2022,IN202124059,1017070,Varun Beverages Limited,Tirunelveli,1017070,Varun Beverages Limited,Tirunelveli,172161001,SK 26/7 MIB AQF BLUE 8362 *AQUAFINA*,1721610,"SK 26,7 MIB AQF","1,980,000",360,0.00,Tirunelveli,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL39672,Tamil Nadu,Tamil Nadu,33AAACV2678L1Z1,33AAACV2678L1Z1,Cont.-20 Ft.,KA22C6999
7300047572,28/01/2022,IN202124062,1011280,DECCAN CANS & PRINTERS PVT.LTD.,Daman,1011280,DECCAN CANS & PRINTERS PVT.LTD.,DAMAN(U.T.),116211081,P2 K CL BLU/RED 21,1162110,P2 K CL,"72,000",40,0.00,DAMAN(U.T.),IN,CIF,97300171,V-Trans (India) Ltd.,20245963,DNH & Daman & Diu,DNH & Daman & Diu,26AAACD1511C1ZJ,26AAACD1511C1ZJ,LCL,MH12NX9846
7300047573,28/01/2022,IN202124063,1017071,Weener Empire Plastics Pvt. Ltd.,BARAMATI,1017071,Weener Empire Plastics Pvt. Ltd.,"Baramati, Pune",152220309,EV 21/20 MAG BROWN / BROWN 0083  (2F),1520201,EV 21/20  MAG (7740),"34,200",9,0.00,"Baramati, Pune",IN,CIF,17241,TCI Express Limited,58816214,Maharashtra,Maharashtra,27AAACE5238K1ZJ,27AAACE5238K1ZJ,LCL,MH05K9983
