Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300049722,30/05/2022,IN202220976,1014681,Hindustan Coca-Cola Beverages Pvt L,Sanand,1014681,Hindustan Coca-Cola Beverages Pvt L,"Sanand, Ahmedabad",170401002,DS SUS 22/14 7040 SFB <RED 2048*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"2,125,000",250,0.00,"Sanand, Ahmedabad",IN,CIF,16512,TCI HI-WAYS PVT LTD,LL52266,Gujarat,Gujarat,24AAACH3005M1ZX,24AAACH3005M1ZX,Cont.-32 Ft.,MH12LT5325
7300049722,30/05/2022,IN202220976,1014681,Hindustan Coca-Cola Beverages Pvt L,Sanand,1014681,Hindustan Coca-Cola Beverages Pvt L,"Sanand, Ahmedabad",170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"3,179,000",374,0.00,"Sanand, Ahmedabad",IN,CIF,16512,TCI HI-WAYS PVT LTD,LL52266,Gujarat,Gujarat,24AAACH3005M1ZX,24AAACH3005M1ZX,Cont.-32 Ft.,MH12LT5325
7300049723,30/05/2022,IN202220977,1012637,Hindustan Coca Cola Beverages Pvt L,Hyderabad,1012637,Hindustan Coca Cola Beverages Pvt L,Medak,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"1,904,000",224,0.00,Medak,IN,CIF,14046,Oms Logistics Private Limited,O64870,Telangana,Telangana,36AAACH3005M1ZS,36AAACH3005M1ZS,Cont.-32 Ft.9,MH12SF3995
7300049723,30/05/2022,IN202220977,1012637,Hindustan Coca Cola Beverages Pvt L,Hyderabad,1012637,Hindustan Coca Cola Beverages Pvt L,Medak,170401023,DS SUS 22/14 7040 SFB<BLACK4 *COCA-COLA*,1704001,DS SUS 22/14 7040 SFB,"850,000",100,0.00,Medak,IN,CIF,14046,Oms Logistics Private Limited,O64870,Telangana,Telangana,36AAACH3005M1ZS,36AAACH3005M1ZS,Cont.-32 Ft.9,MH12SF3995
7300049723,30/05/2022,IN202220977,1012637,Hindustan Coca Cola Beverages Pvt L,Hyderabad,1012637,Hindustan Coca Cola Beverages Pvt L,Medak,170401022,DS SUS 22/14 7040 SFB<WHITE *COCA-COLA*,1704001,DS SUS 22/14 7040 SFB,"850,000",100,0.00,Medak,IN,CIF,14046,Oms Logistics Private Limited,O64870,Telangana,Telangana,36AAACH3005M1ZS,36AAACH3005M1ZS,Cont.-32 Ft.9,MH12SF3995
7300049723,30/05/2022,IN202220977,1012637,Hindustan Coca Cola Beverages Pvt L,Hyderabad,1012637,Hindustan Coca Cola Beverages Pvt L,Medak,170401002,DS SUS 22/14 7040 SFB <RED 2048*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"1,700,000",200,0.00,Medak,IN,CIF,14046,Oms Logistics Private Limited,O64870,Telangana,Telangana,36AAACH3005M1ZS,36AAACH3005M1ZS,Cont.-32 Ft.9,MH12SF3995
7300049724,30/05/2022,IN202220978,1019507,Hindustan Coca-Cola Beverages Pvt L,Siliguri,1019507,Hindustan Coca-Cola Beverages Pvt L,"Jalpaiguri, West Bengal",170850197,DS SUS 28/16 7085 SFB <BLU*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"3,120,000",624,0.00,"Jalpaiguri, West Bengal",IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2202016,West Bengal,West Bengal,19AAACH3005M1ZO,19AAACH3005M1ZO,Cont.-32 Ft.9,UP21CT2496
7300049725,30/05/2022,IN202220979,1008973,Mahesh Edible Oil Industries Ltd.,Agra,1008973,Mahesh Edible Oil Industries Ltd.,Agra,152300450,CTC 29/13<RED 2048 (L.W.),1523003,CTC 29/13,"600,000",100,0.00,Agra,IN,CIF,17241,TCI Express Limited,60688272,Uttar Pradesh,Uttar Pradesh,09AACCM7102J1ZI,09AACCM7102J1ZI,LCL,
7300049726,30/05/2022,IN202220980,1008973,Mahesh Edible Oil Industries Ltd.,Agra,1008973,Mahesh Edible Oil Industries Ltd.,Agra,152300450,CTC 29/13<RED 2048 (L.W.),1523003,CTC 29/13,"648,000",108,0.00,Agra,IN,CIF,17241,TCI Express Limited,60688283,Uttar Pradesh,Uttar Pradesh,09AACCM7102J1ZI,09AACCM7102J1ZI,LCL,
7300049727,30/05/2022,IN202220981,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"5,304,000",624,0.00,Goblej,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2202018,Gujarat,Gujarat,24AAACH3005M1ZX,24AAACH3005M1ZX,Cont.-32 Ft.,GJ18AZ5731
