Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300050216,24/06/2022,IN202221442,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,Bidadi,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,"Bidadi, Hobli",170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"3,060,000",360,0.00,"Bidadi, Hobli",IN,CIF,14046,Oms Logistics Private Limited,O64955,Karnataka,Karnataka,29AAACH3005M1ZN,29AAACH3005M1ZN,Cont.-20 Ft.,KA51AA1257
7300050217,24/06/2022,IN202221443,9006016,Castrol India Ltd,Kolkata,1014398,Castrol India Limited,Kolkata,134059123,SK40/24 PV6<IHS POWER1 CRBMin *CASTR*RED,1340591,SK 40/24 PV6 IHS CASTROL,"15,000",10,0.00,Kolkata,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL52430,West Bengal,West Bengal,19AAACC4481E1ZS,19AAACC4481E1ZS,Cont.-32 Ft.,WB11F2699
7300050217,24/06/2022,IN202221443,9006016,Castrol India Ltd,Kolkata,1014398,Castrol India Limited,Kolkata,134210362,TSV 40 PV LS <NAT/RED 22103 (1356),1342111,TSV 40-2 PV LSP,"68,000",80,0.00,Kolkata,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL52430,West Bengal,West Bengal,19AAACC4481E1ZS,19AAACC4481E1ZS,Cont.-32 Ft.,WB11F2699
7300050217,24/06/2022,IN202221443,9006016,Castrol India Ltd,Kolkata,1014398,Castrol India Limited,Kolkata,134059118,SK40/24 PV6<IHS POWER1 RS20*CASTROL*RED,1340591,SK 40/24 PV6 IHS CASTROL,"75,000",50,0.00,Kolkata,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL52430,West Bengal,West Bengal,19AAACC4481E1ZS,19AAACC4481E1ZS,Cont.-32 Ft.,WB11F2699
7300050217,24/06/2022,IN202221443,9006016,Castrol India Ltd,Kolkata,1014398,Castrol India Limited,Kolkata,134059117,SK40/24 PV6<IHS *CASTROL*RED 3984,1340591,SK 40/24 PV6 IHS CASTROL,"121,500",81,0.00,Kolkata,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL52430,West Bengal,West Bengal,19AAACC4481E1ZS,19AAACC4481E1ZS,Cont.-32 Ft.,WB11F2699
7300050217,24/06/2022,IN202221443,9006016,Castrol India Ltd,Kolkata,1014398,Castrol India Limited,Kolkata,134059113,"SK40/24 PV6<IHS*CASTROL*SILV/GREY PKT3,6",1340591,SK 40/24 PV6 IHS CASTROL,"3,000",2,0.00,Kolkata,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL52430,West Bengal,West Bengal,19AAACC4481E1ZS,19AAACC4481E1ZS,Cont.-32 Ft.,WB11F2699
7300050217,24/06/2022,IN202221443,9006016,Castrol India Ltd,Kolkata,1014398,Castrol India Limited,Kolkata,134059102,SK40/24 PV6<IHS-RS.10/-*CASTROL*RED 3984,1340591,SK 40/24 PV6 IHS CASTROL,"601,500",401,0.00,Kolkata,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL52430,West Bengal,West Bengal,19AAACC4481E1ZS,19AAACC4481E1ZS,Cont.-32 Ft.,WB11F2699
7300050218,24/06/2022,IN202221444,1012127,GULF OIL LUBRICANTS INDIA LIMITED,Silvasa,1012127,GULF OIL LUBRICANTS INDIA LIMITED,SILVASSA,133066843,SK 38/23 SFB <RS.15 *GULF* SILR3407120,1330665,SK 38/23 SFB IHS,"210,600",117,0.00,SILVASSA,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2202598,DNH & Daman & Diu,DNH & Daman & Diu,26AACCH0941E1Z1,26AACCH0941E1Z1,LCV-17 Ft.,DN09U9274
7300050219,24/06/2022,IN202221445,1012127,GULF OIL LUBRICANTS INDIA LIMITED,Silvasa,1012127,GULF OIL LUBRICANTS INDIA LIMITED,SILVASSA,133066830,SK 38/23 SFB <IHS 36/1*GULF*V  BLUE 2423,1330665,SK 38/23 SFB IHS,"149,400",83,0.00,SILVASSA,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2202598,DNH & Daman & Diu,DNH & Daman & Diu,26AACCH0941E1Z1,26AACCH0941E1Z1,LCV-17 Ft.,DN09U9274
7300050220,24/06/2022,IN202221446,97310013,Ultra Plus Lubes Pvt. Ltd.,Kalamboli,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066700,SK 38/23 SFB <BLACK 4174 *VALVOLINE,1330665,SK 38/23 SFB IHS,"18,000",10,0.00,Additional Ambernath,IN,CIF,17587,N P TRANSPORT,NP0570,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACU6623Q1ZS,PICK UP,MH14EM0626
7300050221,24/06/2022,IN202221447,97310013,Ultra Plus Lubes Pvt. Ltd.,Kalamboli,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066596,SK 38/23 SFB <VALVO IHS BLUE *VALVOLINE,1330665,SK 38/23 SFB IHS,"39,600",22,0.00,Additional Ambernath,IN,CIF,17587,N P TRANSPORT,NP0570,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACU6623Q1ZS,PICK UP,MH14EM0626
7300050222,24/06/2022,IN202221448,1012909,AAK KAMANI Private Limited.,Kalamboli,1012909,AAK KAMANI Private Limited.,Maharashtra,116310426,BERG SPOUT 42 ECCO<BLUE 0019*AAK KAMANI*,1163201,BERG SPOUT 42 ECO,"1,600",1,0.00,Maharashtra,IN,CIF,17587,N P TRANSPORT,NP0570,Maharashtra,Maharashtra,27AACCK4395B1ZM,27AACCK4395B1ZM,PICK UP,MH14EM0626
7300050223,24/06/2022,IN202221449,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,Bidadi,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,"Bidadi, Hobli",172600553,HEX.29/11SFB3T 120K0.4V22<BLU*KINLEY OCT,1726210,HEXALITE 29/11 7266 SFB 3T  120KN,"1,320,000",360,0.00,"Bidadi, Hobli",IN,CIF,16512,TCI HI-WAYS PVT LTD,LL52431,Karnataka,Karnataka,29AAACH3005M1ZN,29AAACH3005M1ZN,Cont.-20 Ft.,KA25AB0939
7300050224,24/06/2022,IN202221450,1012637,Hindustan Coca Cola Beverages Pvt L,Hyderabad,1012637,Hindustan Coca Cola Beverages Pvt L,Medak,170401002,DS SUS 22/14 7040 SFB <RED 2048*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"850,000",100,0.00,Medak,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2202599,Telangana,Telangana,36AAACH3005M1ZS,36AAACH3005M1ZS,Cont.-32 Ft.9,MH12MV2162
7300050224,24/06/2022,IN202221450,1012637,Hindustan Coca Cola Beverages Pvt L,Hyderabad,1012637,Hindustan Coca Cola Beverages Pvt L,Medak,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"2,754,000",324,0.00,Medak,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2202599,Telangana,Telangana,36AAACH3005M1ZS,36AAACH3005M1ZS,Cont.-32 Ft.9,MH12MV2162
7300050224,24/06/2022,IN202221450,1012637,Hindustan Coca Cola Beverages Pvt L,Hyderabad,1012637,Hindustan Coca Cola Beverages Pvt L,Medak,170401022,DS SUS 22/14 7040 SFB<WHITE *COCA-COLA*,1704001,DS SUS 22/14 7040 SFB,"1,700,000",200,0.00,Medak,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2202599,Telangana,Telangana,36AAACH3005M1ZS,36AAACH3005M1ZS,Cont.-32 Ft.9,MH12MV2162
7300050225,24/06/2022,IN202221451,97300087,Hindustan Coca-Cola Beverages Pvt L,Guntur,97300087,Hindustan Coca-Cola Beverages Pvt L,Guntur,170850197,DS SUS 28/16 7085 SFB <BLU*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"3,120,000",624,0.00,Guntur,IN,CIF,14046,Oms Logistics Private Limited,O64956,ANDHRA PRADESH,ANDHRA PRADESH,37AAACH3005M1ZQ,37AAACH3005M1ZQ,Cont.-32 Ft.9,MH12SF4452
7300050226,25/06/2022,EX202210029,1008360,SCHWEPPES ZIMBABWE LIMITED,DUBAI,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,170647364,DS28 7064HF*120k<ORANGE1084 minute maid,1706422,DS28 7064 HF SHORT BORESEAL120KN 1-COLPR,"3,060,000",720,"525,456.00",DUBAI,AE,CFR,23801,Meridian Global Shipping & Logistic,EX202210029,Export,DUBAI,,,Export 40 ft,MH43U3002
7300050228,25/06/2022,IN202221453,97300150,Pushpam Foods & Beverages Pvt. Ltd.,Sahajpur,1016965,Ocean Drinks Private Limited,Mumbai,173008607,DS 38/16 2T SFB HF<GREEN X6-920*,1730945,DS 38/16 2T SFB HF (3605),"102,000",34,0.00,Mumbai,IN,CIF,17587,N P TRANSPORT,NP0572,Maharashtra,Maharashtra,27AACCN6317Q1ZY,27AAECP5030A1ZZ,Cont.-20 Ft.,MH14HG9279
7300050228,25/06/2022,IN202221453,97300150,Pushpam Foods & Beverages Pvt. Ltd.,Sahajpur,1016965,Ocean Drinks Private Limited,Mumbai,173008610,DS 38/16 2T SFB HF< RED 2048 *,1730945,DS 38/16 2T SFB HF (3605),"177,000",59,0.00,Mumbai,IN,CIF,17587,N P TRANSPORT,NP0572,Maharashtra,Maharashtra,27AACCN6317Q1ZY,27AAECP5030A1ZZ,Cont.-20 Ft.,MH14HG9279
7300050228,25/06/2022,IN202221453,97300150,Pushpam Foods & Beverages Pvt. Ltd.,Sahajpur,1016965,Ocean Drinks Private Limited,Mumbai,173008608,DS 38/16 2T SFB HF<ORANGE X4-0295 *,1730945,DS 38/16 2T SFB HF (3605),"315,000",105,0.00,Mumbai,IN,CIF,17587,N P TRANSPORT,NP0572,Maharashtra,Maharashtra,27AACCN6317Q1ZY,27AAECP5030A1ZZ,Cont.-20 Ft.,MH14HG9279
7300050228,25/06/2022,IN202221453,97300150,Pushpam Foods & Beverages Pvt. Ltd.,Sahajpur,1016965,Ocean Drinks Private Limited,Mumbai,173008606,DS 38/16 2T SFB HF<YELLOW 1085*,1730945,DS 38/16 2T SFB HF (3605),"297,000",99,0.00,Mumbai,IN,CIF,17587,N P TRANSPORT,NP0572,Maharashtra,Maharashtra,27AACCN6317Q1ZY,27AAECP5030A1ZZ,Cont.-20 Ft.,MH14HG9279
7300050229,25/06/2022,IN202221454,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,Bidadi,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,"Bidadi, Hobli",172600553,HEX.29/11SFB3T 120K0.4V22<BLU*KINLEY OCT,1726210,HEXALITE 29/11 7266 SFB 3T  120KN,"1,320,000",360,0.00,"Bidadi, Hobli",IN,CIF,16512,TCI HI-WAYS PVT LTD,LL52406,Karnataka,Karnataka,29AAACH3005M1ZN,29AAACH3005M1ZN,Cont.-20 Ft.,KA05AH9701
7300050230,27/06/2022,IN202221455,1014681,Hindustan Coca-Cola Beverages Pvt L,Sanand,1014681,Hindustan Coca-Cola Beverages Pvt L,"Sanand, Ahmedabad",170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"1,904,000",224,0.00,"Sanand, Ahmedabad",IN,CIF,16512,TCI HI-WAYS PVT LTD,LL52449,Gujarat,Gujarat,24AAACH3005M1ZX,24AAACH3005M1ZX,Cont.-32 Ft.,PB13BC7342
7300050230,27/06/2022,IN202221455,1014681,Hindustan Coca-Cola Beverages Pvt L,Sanand,1014681,Hindustan Coca-Cola Beverages Pvt L,"Sanand, Ahmedabad",170401002,DS SUS 22/14 7040 SFB <RED 2048*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"3,400,000",400,0.00,"Sanand, Ahmedabad",IN,CIF,16512,TCI HI-WAYS PVT LTD,LL52449,Gujarat,Gujarat,24AAACH3005M1ZX,24AAACH3005M1ZX,Cont.-32 Ft.,PB13BC7342
7300050231,27/06/2022,IN202221456,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,wada,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,Wada,170850197,DS SUS 28/16 7085 SFB <BLU*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"900,000",180,0.00,Wada,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2598,Maharashtra,Maharashtra,27AAACH3005M1ZR,27AAACH3005M1ZR,Cont.-20 Ft.,MH14JL1498
7300050232,27/06/2022,IN202221457,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,wada,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,Wada,170850198,DS SUS 28/16 7085 SFB<BLCK*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"900,000",180,0.00,Wada,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2598,Maharashtra,Maharashtra,27AAACH3005M1ZR,27AAACH3005M1ZR,Cont.-20 Ft.,MH14JL1498
7300050233,27/06/2022,IN202221458,1012637,Hindustan Coca Cola Beverages Pvt L,Hyderabad,1012637,Hindustan Coca Cola Beverages Pvt L,Medak,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"5,304,000",624,0.00,Medak,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL52450,Telangana,Telangana,36AAACH3005M1ZS,36AAACH3005M1ZS,Cont.-32 Ft.9,NL01AC5252
7300050234,27/06/2022,IN202221459,9003633,Westcoast Lubricants & Asphalts Pvt,Kalamboli,1007565,Castrol India Limited,Patalganga,134059110,"SK40/24 PV6<IHS *CASTROL*M GREEN PKT3,6",1340591,SK 40/24 PV6 IHS CASTROL,"10,500",7,0.00,Patalganga,IN,CIF,17587,N P TRANSPORT,NO0573,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACW3334Q1ZW,LCV-709,MH12FD8666
7300050234,27/06/2022,IN202221459,9003633,Westcoast Lubricants & Asphalts Pvt,Kalamboli,1007565,Castrol India Limited,Patalganga,134210362,TSV 40 PV LS <NAT/RED 22103 (1356),1342111,TSV 40-2 PV LSP,"85,000",100,0.00,Patalganga,IN,CIF,17587,N P TRANSPORT,NO0573,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACW3334Q1ZW,LCV-709,MH12FD8666
7300050235,27/06/2022,IN202221460,1016427,Varun Beverages,Mumbai,1016427,Varun Beverages,Mahul. Mumbai,170850191,DS SUS 28/16 7085 CSD3<ORAN084 PEPSI UNI,1708501,DS SUS 28/16 7085 SFB CSD3,"410,000",82,0.00,Mahul. Mumbai,IN,CIF,17587,N P TRANSPORT,NP0574,Maharashtra,Maharashtra,27AAACV2678L1ZU,27AAACV2678L1ZU,Cont.-20 Ft.,MH14HG9279
7300050236,27/06/2022,IN202221461,1016427,Varun Beverages,Mumbai,1016427,Varun Beverages,Mahul. Mumbai,170850188,DS SUS 28/16 7085 CSD3<WHIT086 PEPSI UNI,1708501,DS SUS 28/16 7085 SFB CSD3,"200,000",40,0.00,Mahul. Mumbai,IN,CIF,17587,N P TRANSPORT,NP0574,Maharashtra,Maharashtra,27AAACV2678L1ZU,27AAACV2678L1ZU,Cont.-20 Ft.,MH14HG9279
7300050237,27/06/2022,IN202221462,1016427,Varun Beverages,Mumbai,1016427,Varun Beverages,Mahul. Mumbai,170850308,DS SUS 28/16 7085 CSD3<BLUE138 PEPSI UNI,1708501,DS SUS 28/16 7085 SFB CSD3,"395,000",79,0.00,Mahul. Mumbai,IN,CIF,17587,N P TRANSPORT,NP0574,Maharashtra,Maharashtra,27AAACV2678L1ZU,27AAACV2678L1ZU,Cont.-20 Ft.,MH14HG9279
7300050237,27/06/2022,IN202221462,1016427,Varun Beverages,Mumbai,1016427,Varun Beverages,Mahul. Mumbai,170850189,DS SUS 28/16 7085 CSD3<GREEN29 PEPSI UNI,1708501,DS SUS 28/16 7085 SFB CSD3,"230,000",46,0.00,Mahul. Mumbai,IN,CIF,17587,N P TRANSPORT,NP0574,Maharashtra,Maharashtra,27AAACV2678L1ZU,27AAACV2678L1ZU,Cont.-20 Ft.,MH14HG9279
7300050237,27/06/2022,IN202221462,1016427,Varun Beverages,Mumbai,1016427,Varun Beverages,Mahul. Mumbai,170850188,DS SUS 28/16 7085 CSD3<WHIT086 PEPSI UNI,1708501,DS SUS 28/16 7085 SFB CSD3,"565,000",113,0.00,Mahul. Mumbai,IN,CIF,17587,N P TRANSPORT,NP0574,Maharashtra,Maharashtra,27AAACV2678L1ZU,27AAACV2678L1ZU,Cont.-20 Ft.,MH14HG9279
7300050238,27/06/2022,IN202221463,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,172600553,HEX.29/11SFB3T 120K0.4V22<BLU*KINLEY OCT,1726210,HEXALITE 29/11 7266 SFB 3T  120KN,"1,320,000",360,0.00,Goblej,IN,CIF,17587,N P TRANSPORT,NP0575,Gujarat,Gujarat,24AAACH3005M1ZX,24AAACH3005M1ZX,Cont.-20 Ft.,MH14HU9558
7300050242,27/06/2022,IN202221467,1009027,Apar Industries Limited,Mumbai,1009027,Apar Industries Limited,Mumbai,133060781,SK 38/23 PV <IHS-CB/PET/PE BLACK 0015,1330603,SK 38/23 PV IHS,"7,200",4,"1,500.00",Mumbai,IN,CPT,97300171,V-Trans (India) Ltd.,VT20324104,Maharashtra,Maharashtra,27AAACG1840M1ZL,27AAACG1840M1ZL,LCL,MH14AZ2799
7300050243,27/06/2022,IN202221468,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066700,SK 38/23 SFB <BLACK 4174 *VALVOLINE,1330665,SK 38/23 SFB IHS,"43,200",24,0.00,Additional Ambernath,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2599,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-20 Ft.,MH14GD7385
