Vehicle Name,Rate,Destination,UpdatedDate
Cont.-32 Ft.,0,Aurangabad,02/04/2022
Cont.-32 Ft.9,0,Aurangabad,02/04/2022
LCL,0,Australia,02/04/2022
Export 20 ft,0,Australia,02/04/2022
Export 40 ft,0,Australia,02/04/2022
LCL,0,Badarpura,02/04/2022
PICK UP,0,Badarpura,02/04/2022
Tempo-407,0,Badarpura,02/04/2022
LCV-709,0,Badarpura,02/04/2022
LCV-17 Ft.,0,Badarpura,02/04/2022
Truck-19 Ft.,0,Badarpura,02/04/2022
Cont.-19 Ft.,0,Badarpura,02/04/2022
Cont.-20 Ft.,0,Badarpura,02/04/2022
Cont.-32 Ft.,0,Badarpura,02/04/2022
Cont.-32 Ft.9,0,Badarpura,02/04/2022
LCL,0,Baddi,02/04/2022
PICK UP,0,Baddi,02/04/2022
Tempo-407,0,Baddi,02/04/2022
LCV-709,0,Baddi,02/04/2022
LCV-17 Ft.,0,Baddi,02/04/2022
Truck-19 Ft.,0,Baddi,02/04/2022
Cont.-19 Ft.,0,Baddi,02/04/2022
Cont.-20 Ft.,0,Baddi,02/04/2022
Cont.-32 Ft.,0,Baddi,02/04/2022
Cont.-32 Ft.9,0,Baddi,02/04/2022
LCL,0,"BAGRU(EXTN.), BAGRU",02/04/2022
PICK UP,0,"BAGRU(EXTN.), BAGRU",02/04/2022
Tempo-407,0,"BAGRU(EXTN.), BAGRU",02/04/2022
LCV-709,0,"BAGRU(EXTN.), BAGRU",02/04/2022
LCV-17 Ft.,0,"BAGRU(EXTN.), BAGRU",02/04/2022
Truck-19 Ft.,0,"BAGRU(EXTN.), BAGRU",02/04/2022
Cont.-19 Ft.,0,"BAGRU(EXTN.), BAGRU",02/04/2022
Cont.-20 Ft.,0,"BAGRU(EXTN.), BAGRU",02/04/2022
Cont.-32 Ft.,0,"BAGRU(EXTN.), BAGRU",02/04/2022
Cont.-32 Ft.9,0,"BAGRU(EXTN.), BAGRU",02/04/2022
LCL,0,Bahadurgarh,02/04/2022
PICK UP,0,Bahadurgarh,02/04/2022
Tempo-407,0,Bahadurgarh,02/04/2022
LCV-709,0,Bahadurgarh,02/04/2022
LCV-17 Ft.,0,Bahadurgarh,02/04/2022
Truck-19 Ft.,0,Bahadurgarh,02/04/2022
Cont.-32 Ft.9,0,Bahadurgarh,02/04/2022
LCL,0,"BAHALGARH, SONIPAT",02/04/2022
PICK UP,0,"BAHALGARH, SONIPAT",02/04/2022
Tempo-407,0,"BAHALGARH, SONIPAT",02/04/2022
LCV-709,0,"BAHALGARH, SONIPAT",02/04/2022
LCV-17 Ft.,0,"BAHALGARH, SONIPAT",02/04/2022
Truck-19 Ft.,0,"BAHALGARH, SONIPAT",02/04/2022
Cont.-19 Ft.,0,"BAHALGARH, SONIPAT",02/04/2022
Cont.-20 Ft.,0,"BAHALGARH, SONIPAT",02/04/2022
Cont.-32 Ft.,0,"BAHALGARH, SONIPAT",02/04/2022
Cont.-32 Ft.9,0,"BAHALGARH, SONIPAT",02/04/2022
LCL,0,"Bandar Indahpura, Kulaijaya, Johor",02/04/2022
Export 20 ft,0,"Bandar Indahpura, Kulaijaya, Johor",02/04/2022
Export 40 ft,0,"Bandar Indahpura, Kulaijaya, Johor",02/04/2022
LCL,0,BANGLADESH,02/04/2022
Export 20 ft,0,BANGLADESH,02/04/2022
Export 40 ft,0,BANGLADESH,02/04/2022
LCL,0,Banten,02/04/2022
Export 20 ft,0,Banten,02/04/2022
Export 40 ft,0,Banten,02/04/2022
LCL,0,Barabanki,02/04/2022
PICK UP,0,Barabanki,02/04/2022
Tempo-407,0,Barabanki,02/04/2022
LCV-709,0,Barabanki,02/04/2022
LCV-17 Ft.,0,Barabanki,02/04/2022
Truck-19 Ft.,0,Barabanki,02/04/2022
LCL,0,BARAMATI,02/04/2022
Tempo-407,0,BARAMATI,02/04/2022
Cont.-32 Ft.,0,BARAMATI,02/04/2022
Cont.-32 Ft.9,0,BARAMATI,02/04/2022
LCL,0,Barcelona,02/04/2022
Export 20 ft,0,Barcelona,02/04/2022
Export 40 ft,0,Barcelona,02/04/2022
LCL,0,Barelly,02/04/2022
PICK UP,0,Barelly,02/04/2022
Tempo-407,0,Barelly,02/04/2022
LCV-709,0,Barelly,02/04/2022
LCV-17 Ft.,0,Barelly,02/04/2022
Truck-19 Ft.,0,Barelly,02/04/2022
Cont.-19 Ft.,0,Barelly,02/04/2022
Cont.-20 Ft.,0,Barelly,02/04/2022
Cont.-32 Ft.,0,Barelly,02/04/2022
Cont.-32 Ft.9,0,Barelly,02/04/2022
LCL,0,Baroda,02/04/2022
PICK UP,0,Baroda,02/04/2022
Tempo-407,0,Baroda,02/04/2022
LCV-709,0,Baroda,02/04/2022
LCV-17 Ft.,0,Baroda,02/04/2022
Truck-19 Ft.,0,Baroda,02/04/2022
Cont.-19 Ft.,0,Baroda,02/04/2022
Cont.-20 Ft.,0,Baroda,02/04/2022
Cont.-32 Ft.,0,Baroda,02/04/2022
Cont.-32 Ft.9,0,Baroda,02/04/2022
LCL,0,Bawana Industrial Area,02/04/2022
PICK UP,0,Bawana Industrial Area,02/04/2022
Tempo-407,0,Bawana Industrial Area,02/04/2022
LCV-709,0,Bawana Industrial Area,02/04/2022
LCV-17 Ft.,0,Bawana Industrial Area,02/04/2022
Truck-19 Ft.,0,Bawana Industrial Area,02/04/2022
Cont.-19 Ft.,0,Bawana Industrial Area,02/04/2022
Cont.-20 Ft.,0,Bawana Industrial Area,02/04/2022
Cont.-32 Ft.,0,Bawana Industrial Area,02/04/2022
Cont.-32 Ft.9,0,Bawana Industrial Area,02/04/2022
LCL,0,Bazpur,02/04/2022
PICK UP,0,Bazpur,02/04/2022
Tempo-407,0,Bazpur,02/04/2022
LCV-709,0,Bazpur,02/04/2022
LCV-17 Ft.,0,Bazpur,02/04/2022
Truck-19 Ft.,0,Bazpur,02/04/2022
Cont.-19 Ft.,0,Bazpur,02/04/2022
Cont.-20 Ft.,0,Bazpur,02/04/2022
Cont.-32 Ft.,0,Bazpur,02/04/2022
Cont.-32 Ft.9,0,Bazpur,02/04/2022
LCL,0,Bellary,02/04/2022
PICK UP,0,Bellary,02/04/2022
Tempo-407,0,Bellary,02/04/2022
LCV-709,0,Bellary,02/04/2022
LCV-17 Ft.,0,Bellary,02/04/2022
Truck-19 Ft.,0,Bellary,02/04/2022
Cont.-19 Ft.,0,Bellary,02/04/2022
Cont.-20 Ft.,0,Bellary,02/04/2022
Cont.-32 Ft.,0,Bellary,02/04/2022
Cont.-32 Ft.9,0,Bellary,02/04/2022
LCL,0,Bhachau,02/04/2022
PICK UP,0,Bhachau,02/04/2022
Tempo-407,0,Bhachau,02/04/2022
LCV-709,0,Bhachau,02/04/2022
LCV-17 Ft.,0,Bhachau,02/04/2022
Truck-19 Ft.,0,Bhachau,02/04/2022
Cont.-19 Ft.,0,Bhachau,02/04/2022
Cont.-20 Ft.,0,Bhachau,02/04/2022
Cont.-32 Ft.,0,Bhachau,02/04/2022
Cont.-32 Ft.9,0,Bhachau,02/04/2022
LCL,0,Bharatpur,02/04/2022
PICK UP,0,Bharatpur,02/04/2022
Tempo-407,0,Bharatpur,02/04/2022
LCV-709,0,Bharatpur,02/04/2022
LCV-17 Ft.,0,Bharatpur,02/04/2022
Truck-19 Ft.,0,Bharatpur,02/04/2022
Cont.-32 Ft.,0,Bharatpur,02/04/2022
Cont.-32 Ft.9,0,Bharatpur,02/04/2022
LCL,0,Bharuch,02/04/2022
PICK UP,0,Bharuch,02/04/2022
Tempo-407,0,Bharuch,02/04/2022
Cont.-32 Ft.9,0,Bharuch,02/04/2022
LCL,0,Bhiwadi,02/04/2022
PICK UP,0,Bhiwadi,02/04/2022
Tempo-407,0,Bhiwadi,02/04/2022
LCV-709,0,Bhiwadi,02/04/2022
LCV-17 Ft.,0,Bhiwadi,02/04/2022
Truck-19 Ft.,0,Bhiwadi,02/04/2022
Cont.-32 Ft.,0,Bhiwadi,02/04/2022
Cont.-32 Ft.9,0,Bhiwadi,02/04/2022
LCL,0,Bhopal,02/04/2022
PICK UP,0,Bhopal,02/04/2022
Tempo-407,0,Bhopal,02/04/2022
LCV-709,0,Bhopal,02/04/2022
LCV-17 Ft.,0,Bhopal,02/04/2022
Truck-19 Ft.,0,Bhopal,02/04/2022
Cont.-19 Ft.,0,Bhopal,02/04/2022
Cont.-32 Ft.,0,Bhopal,02/04/2022
Cont.-32 Ft.9,0,Bhopal,02/04/2022
LCL,0,Bhosari/pimpri,02/04/2022
Tempo-407,0,Bhosari/pimpri,02/04/2022
LCV-709,0,Bhosari/pimpri,02/04/2022
LCV-17 Ft.,0,Bhosari/pimpri,02/04/2022
Truck-19 Ft.,0,Bhosari/pimpri,02/04/2022
Cont.-19 Ft.,0,Bhosari/pimpri,02/04/2022
Cont.-20 Ft.,0,Bhosari/pimpri,02/04/2022
Cont.-32 Ft.,0,Bhosari/pimpri,02/04/2022
Cont.-32 Ft.9,0,Bhosari/pimpri,02/04/2022
LCL,0,Bhubaneshwar,02/04/2022
PICK UP,0,Bhubaneshwar,02/04/2022
Tempo-407,0,Bhubaneshwar,02/04/2022
LCV-709,0,Bhubaneshwar,02/04/2022
LCV-17 Ft.,0,Bhubaneshwar,02/04/2022
Truck-19 Ft.,0,Bhubaneshwar,02/04/2022
Cont.-19 Ft.,0,Bhubaneshwar,02/04/2022
Cont.-20 Ft.,0,Bhubaneshwar,02/04/2022
Cont.-32 Ft.,0,Bhubaneshwar,02/04/2022
Cont.-32 Ft.9,0,Bhubaneshwar,02/04/2022
LCL,0,Bibvewadi,02/04/2022
PICK UP,0,Bibvewadi,02/04/2022
Tempo-407,0,Bibvewadi,02/04/2022
LCV-709,0,Bibvewadi,02/04/2022
LCV-17 Ft.,0,Bibvewadi,02/04/2022
Truck-19 Ft.,0,Bibvewadi,02/04/2022
Cont.-19 Ft.,0,Bibvewadi,02/04/2022
Cont.-20 Ft.,0,Bibvewadi,02/04/2022
Cont.-32 Ft.,0,Bibvewadi,02/04/2022
Cont.-32 Ft.9,0,Bibvewadi,02/04/2022
LCL,0,Bidadi,02/04/2022
PICK UP,0,Bidadi,02/04/2022
Tempo-407,0,Bidadi,02/04/2022
LCV-709,0,Bidadi,02/04/2022
LCV-17 Ft.,0,Bidadi,02/04/2022
Truck-19 Ft.,0,Bidadi,02/04/2022
LCL,0,Bilaspur,02/04/2022
PICK UP,0,Bilaspur,02/04/2022
Tempo-407,0,Bilaspur,02/04/2022
LCV-709,0,Bilaspur,02/04/2022
LCV-17 Ft.,0,Bilaspur,02/04/2022
Truck-19 Ft.,0,Bilaspur,02/04/2022
Cont.-19 Ft.,0,Bilaspur,02/04/2022
Cont.-20 Ft.,0,Bilaspur,02/04/2022
Cont.-32 Ft.,0,Bilaspur,02/04/2022
Cont.-32 Ft.9,0,Bilaspur,02/04/2022
LCL,0,Budenheim,02/04/2022
Export 20 ft,0,Budenheim,02/04/2022
Export 40 ft,0,Budenheim,02/04/2022
LCL,0,Bulandshahar,02/04/2022
PICK UP,0,Bulandshahar,02/04/2022
Tempo-407,0,Bulandshahar,02/04/2022
LCV-709,0,Bulandshahar,02/04/2022
LCV-17 Ft.,0,Bulandshahar,02/04/2022
Truck-19 Ft.,0,Bulandshahar,02/04/2022
Cont.-19 Ft.,0,Bulandshahar,02/04/2022
Cont.-20 Ft.,0,Bulandshahar,02/04/2022
Cont.-32 Ft.,0,Bulandshahar,02/04/2022
Cont.-32 Ft.9,0,Bulandshahar,02/04/2022
LCL,0,Bundi,02/04/2022
PICK UP,0,Bundi,02/04/2022
Tempo-407,0,Bundi,02/04/2022
LCV-709,0,Bundi,02/04/2022
LCV-17 Ft.,0,Bundi,02/04/2022
Truck-19 Ft.,0,Bundi,02/04/2022
Cont.-19 Ft.,0,Bundi,02/04/2022
Cont.-32 Ft.,0,Bundi,02/04/2022
Cont.-32 Ft.9,0,Bundi,02/04/2022
LCL,0,CALICUT,02/04/2022
PICK UP,0,CALICUT,02/04/2022
Tempo-407,0,CALICUT,02/04/2022
LCV-709,0,CALICUT,02/04/2022
LCV-17 Ft.,0,CALICUT,02/04/2022
Truck-19 Ft.,0,CALICUT,02/04/2022
Cont.-19 Ft.,0,CALICUT,02/04/2022
Cont.-20 Ft.,0,CALICUT,02/04/2022
Cont.-32 Ft.,0,CALICUT,02/04/2022
Cont.-32 Ft.9,0,CALICUT,02/04/2022
LCL,0,CHAD,02/04/2022
Export 20 ft,0,CHAD,02/04/2022
Export 40 ft,0,CHAD,02/04/2022
LCL,0,Chandigarh,02/04/2022
PICK UP,0,Chandigarh,02/04/2022
Tempo-407,0,Chandigarh,02/04/2022
LCV-709,0,Chandigarh,02/04/2022
LCV-17 Ft.,0,Chandigarh,02/04/2022
Truck-19 Ft.,0,Chandigarh,02/04/2022
Cont.-32 Ft.9,0,Chandigarh,02/04/2022
LCL,0,Chandrapur,02/04/2022
PICK UP,0,Chandrapur,02/04/2022
Tempo-407,0,Chandrapur,02/04/2022
LCV-709,0,Chandrapur,02/04/2022
LCV-17 Ft.,0,Chandrapur,02/04/2022
Truck-19 Ft.,0,Chandrapur,02/04/2022
Cont.-19 Ft.,0,Chandrapur,02/04/2022
Cont.-20 Ft.,0,Chandrapur,02/04/2022
Cont.-32 Ft.,0,Chandrapur,02/04/2022
Cont.-32 Ft.9,0,Chandrapur,02/04/2022
LCL,0,Changodar,02/04/2022
PICK UP,0,Changodar,02/04/2022
Tempo-407,0,Changodar,02/04/2022
LCV-709,0,Changodar,02/04/2022
LCV-17 Ft.,0,Changodar,02/04/2022
Truck-19 Ft.,0,Changodar,02/04/2022
Cont.-19 Ft.,0,Changodar,02/04/2022
Cont.-20 Ft.,0,Changodar,02/04/2022
Cont.-32 Ft.,0,Changodar,02/04/2022
Cont.-32 Ft.9,0,Changodar,02/04/2022
LCL,0,Channarayapatna,02/04/2022
PICK UP,0,Channarayapatna,02/04/2022
Tempo-407,0,Channarayapatna,02/04/2022
LCV-709,0,Channarayapatna,02/04/2022
LCV-17 Ft.,0,Channarayapatna,02/04/2022
Truck-19 Ft.,0,Channarayapatna,02/04/2022
Cont.-19 Ft.,0,Channarayapatna,02/04/2022
Cont.-20 Ft.,0,Channarayapatna,02/04/2022
Cont.-32 Ft.,0,Channarayapatna,02/04/2022
Cont.-32 Ft.9,0,Channarayapatna,02/04/2022
LCL,0,Chennai,02/04/2022
PICK UP,0,Chennai,02/04/2022
Tempo-407,0,Chennai,02/04/2022
LCV-709,0,Chennai,02/04/2022
LCV-17 Ft.,0,Chennai,02/04/2022
Truck-19 Ft.,0,Chennai,02/04/2022
Cont.-32 Ft.9,0,Chennai,02/04/2022
LCL,0,Chhibramau,02/04/2022
PICK UP,0,Chhibramau,02/04/2022
Tempo-407,0,Chhibramau,02/04/2022
LCV-709,0,Chhibramau,02/04/2022
LCV-17 Ft.,0,Chhibramau,02/04/2022
Truck-19 Ft.,0,Chhibramau,02/04/2022
Cont.-19 Ft.,0,Chhibramau,02/04/2022
Cont.-20 Ft.,0,Chhibramau,02/04/2022
Cont.-32 Ft.,0,Chhibramau,02/04/2022
Cont.-32 Ft.9,0,Chhibramau,02/04/2022
LCL,0,CHHINDWARA,02/04/2022
PICK UP,0,CHHINDWARA,02/04/2022
Tempo-407,0,CHHINDWARA,02/04/2022
LCV-709,0,CHHINDWARA,02/04/2022
LCV-17 Ft.,0,CHHINDWARA,02/04/2022
Truck-19 Ft.,0,CHHINDWARA,02/04/2022
Cont.-32 Ft.9,0,CHHINDWARA,02/04/2022
LCL,0,Chitradurga,02/04/2022
PICK UP,0,Chitradurga,02/04/2022
Tempo-407,0,Chitradurga,02/04/2022
LCV-709,0,Chitradurga,02/04/2022
LCV-17 Ft.,0,Chitradurga,02/04/2022
Truck-19 Ft.,0,Chitradurga,02/04/2022
Cont.-19 Ft.,0,Chitradurga,02/04/2022
Cont.-20 Ft.,0,Chitradurga,02/04/2022
Cont.-32 Ft.,0,Chitradurga,02/04/2022
Cont.-32 Ft.9,0,Chitradurga,02/04/2022
LCL,0,Chittore,02/04/2022
PICK UP,0,Chittore,02/04/2022
Tempo-407,0,Chittore,02/04/2022
LCV-709,0,Chittore,02/04/2022
LCV-17 Ft.,0,Chittore,02/04/2022
Truck-19 Ft.,0,Chittore,02/04/2022
Cont.-32 Ft.,0,Chittore,02/04/2022
Cont.-32 Ft.9,0,Chittore,02/04/2022
LCL,0,Coimbatore,02/04/2022
PICK UP,0,Coimbatore,02/04/2022
Tempo-407,0,Coimbatore,02/04/2022
LCV-709,0,Coimbatore,02/04/2022
LCV-17 Ft.,0,Coimbatore,02/04/2022
Truck-19 Ft.,0,Coimbatore,02/04/2022
Cont.-19 Ft.,0,Coimbatore,02/04/2022
Cont.-20 Ft.,0,Coimbatore,02/04/2022
Cont.-32 Ft.,0,Coimbatore,02/04/2022
Cont.-32 Ft.9,0,Coimbatore,02/04/2022
LCL,0,Colombo,02/04/2022
Export 20 ft,0,Colombo,02/04/2022
Export 40 ft,0,Colombo,02/04/2022
LCL,0,Cuttack,02/04/2022
PICK UP,0,Cuttack,02/04/2022
Tempo-407,0,Cuttack,02/04/2022
LCV-709,0,Cuttack,02/04/2022
LCV-17 Ft.,0,Cuttack,02/04/2022
Truck-19 Ft.,0,Cuttack,02/04/2022
Cont.-19 Ft.,0,Cuttack,02/04/2022
Cont.-20 Ft.,0,Cuttack,02/04/2022
Cont.-32 Ft.,0,Cuttack,02/04/2022
Cont.-32 Ft.9,0,Cuttack,02/04/2022
LCL,0,Dahej,02/04/2022
PICK UP,0,Dahej,02/04/2022
Tempo-407,0,Dahej,02/04/2022
Cont.-32 Ft.9,0,Dahej,02/04/2022
LCL,0,Daman,02/04/2022
PICK UP,0,Daman,02/04/2022
Cont.-32 Ft.,0,Daman,02/04/2022
Cont.-32 Ft.9,0,Daman,02/04/2022
LCL,0,Dar Es Salaam,02/04/2022
Export 20 ft,0,Dar Es Salaam,02/04/2022
Export 40 ft,0,Dar Es Salaam,02/04/2022
LCL,0,Dasna,02/04/2022
PICK UP,0,Dasna,02/04/2022
Tempo-407,0,Dasna,02/04/2022
LCV-709,0,Dasna,02/04/2022
LCV-17 Ft.,0,Dasna,02/04/2022
Truck-19 Ft.,0,Dasna,02/04/2022
Cont.-19 Ft.,0,Dasna,02/04/2022
Cont.-20 Ft.,0,Dasna,02/04/2022
Cont.-32 Ft.,0,Dasna,02/04/2022
Cont.-32 Ft.9,0,Dasna,02/04/2022
LCL,0,Dehradun,02/04/2022
PICK UP,0,Dehradun,02/04/2022
Tempo-407,0,Dehradun,02/04/2022
LCV-709,0,Dehradun,02/04/2022
LCV-17 Ft.,0,Dehradun,02/04/2022
Truck-19 Ft.,0,Dehradun,02/04/2022
Cont.-19 Ft.,0,Dehradun,02/04/2022
Cont.-20 Ft.,0,Dehradun,02/04/2022
Cont.-32 Ft.,0,Dehradun,02/04/2022
Cont.-32 Ft.9,0,Dehradun,02/04/2022
LCL,0,Delhi,02/04/2022
PICK UP,0,Delhi,02/04/2022
Tempo-407,0,Delhi,02/04/2022
LCV-709,0,Delhi,02/04/2022
LCV-17 Ft.,0,Delhi,02/04/2022
Truck-19 Ft.,0,Delhi,02/04/2022
Cont.-32 Ft.9,0,Delhi,02/04/2022
LCL,0,Dhamtari,02/04/2022
PICK UP,0,Dhamtari,02/04/2022
Tempo-407,0,Dhamtari,02/04/2022
LCV-709,0,Dhamtari,02/04/2022
LCV-17 Ft.,0,Dhamtari,02/04/2022
Truck-19 Ft.,0,Dhamtari,02/04/2022
Cont.-19 Ft.,0,Dhamtari,02/04/2022
Cont.-20 Ft.,0,Dhamtari,02/04/2022
Cont.-32 Ft.,0,Dhamtari,02/04/2022
Cont.-32 Ft.9,0,Dhamtari,02/04/2022
LCL,0,"Dhar, Madhya pradesh",02/04/2022
PICK UP,0,"Dhar, Madhya pradesh",02/04/2022
Tempo-407,0,"Dhar, Madhya pradesh",02/04/2022
LCV-709,0,"Dhar, Madhya pradesh",02/04/2022
LCV-17 Ft.,0,"Dhar, Madhya pradesh",02/04/2022
Truck-19 Ft.,0,"Dhar, Madhya pradesh",02/04/2022
Cont.-19 Ft.,0,"Dhar, Madhya pradesh",02/04/2022
Cont.-20 Ft.,0,"Dhar, Madhya pradesh",02/04/2022
Cont.-32 Ft.,0,"Dhar, Madhya pradesh",02/04/2022
Cont.-32 Ft.9,0,"Dhar, Madhya pradesh",02/04/2022
LCL,0,DHARWAD,02/04/2022
PICK UP,0,DHARWAD,02/04/2022
Tempo-407,0,DHARWAD,02/04/2022
LCV-709,0,DHARWAD,02/04/2022
LCV-17 Ft.,0,DHARWAD,02/04/2022
Truck-19 Ft.,0,DHARWAD,02/04/2022
Cont.-19 Ft.,0,DHARWAD,02/04/2022
Cont.-20 Ft.,0,DHARWAD,02/04/2022
Cont.-32 Ft.,0,DHARWAD,02/04/2022
Cont.-32 Ft.9,0,DHARWAD,02/04/2022
