Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300049788,01/06/2022,EX202210016,9005104,Male’ Aerated Water Co. Pvt. Ltd.,Male,1004510,BERICAP MIDDLE EAST FZE.,DUBAI,170940303,DS SUS 28/16 7094 SFB STILL<BLUE*BONAQUA,1709401,DS SUS 28/16 7094 SFB CSD STILL,"3,600,000",720,0,DUBAI,AE,CIF,23801,Meridian Global Shipping & Logistic,EX202210016,Export,,,,Export 40 ft,MH46AF3958
7300049791,01/06/2022,IN202221039,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066582,SK 38/23 SFB <IHS 36/1 * BLACK 4174(R),1330665,SK 38/23 SFB IHS,"32,400",18,0,Additional Ambernath,IN,CIF,17587,N P TRANSPORT,NP0412,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-19 Ft.,MH14EM8919
7300049792,01/06/2022,IN202221040,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066700,SK 38/23 SFB <BLACK 4174 *VALVOLINE,1330665,SK 38/23 SFB IHS,"14,400",8,0,Additional Ambernath,IN,CIF,23801,Meridian Global Shipping & Logistic,NP0412,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-19 Ft.,MH14EM8919
7300049792,01/06/2022,IN202221040,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066596,SK 38/23 SFB <VALVO IHS BLUE *VALVOLINE,1330665,SK 38/23 SFB IHS,"90,000",50,0,Additional Ambernath,IN,CIF,23801,Meridian Global Shipping & Logistic,NP0412,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-19 Ft.,MH14EM8919
7300049792,01/06/2022,IN202221040,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066597,SK 38/23 SFB <VALVO IHS GREEN *VALVOLINE,1330665,SK 38/23 SFB IHS,"37,800",21,0,Additional Ambernath,IN,CIF,23801,Meridian Global Shipping & Logistic,NP0412,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-19 Ft.,MH14EM8919
7300049793,01/06/2022,IN202221041,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066818,SK 38/23 SFB<VALVO SILV RS.40 MCO 506952,1330665,SK 38/23 SFB IHS,"149,400",83,0,Additional Ambernath,IN,CIF,17587,N P TRANSPORT,NP0412,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-19 Ft.,MH14EM8919
7300049794,01/06/2022,IN202221042,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,134051221,SK 40/24 PV5 <VALVO BLACK  8 Ka Funda,1340590,SK 40/24 PV5 IHS,"31,500",21,0,Additional Ambernath,IN,CIF,17587,N P TRANSPORT,NP0412,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-19 Ft.,MH14EM8919
7300049795,02/06/2022,IN202221043,9006573,ExxonMobil Lubricants Pvt. Ltd.,Navi Mumbai,1015285,ExxonMobil Lubricants Pvt. Ltd.,"Sion East Mumbai, Mumbai",134210355,TSV 40 PV LS <NAT/SILVER 0039,1342103,TSV 40-1 PV LONG SPOUT,"76,500",90,0,"Sion East Mumbai, Mumbai",IN,CIF,17587,N P TRANSPORT,NP0413,Maharashtra,Maharashtra,27AABCE0207H1Z6,27AABCE0207H1Z6,Cont.-19 Ft.,MH12FD8666
7300049796,02/06/2022,IN202221044,1011887,Castrol India Limited,"Silvasa, Castrol",1011887,Castrol India Limited,Silvassa,134059117,SK40/24 PV6<IHS *CASTROL*RED 3984,1340591,SK 40/24 PV6 IHS CASTROL,"150,000",100,0,Silvassa,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2202137,DNH & Daman & Diu,DNH & Daman & Diu,26AAACC4481E1ZX,26AAACC4481E1ZX,LCV-709,DN09K9982
7300049798,02/06/2022,IN202221046,1007565,Castrol India Limited,Patalganga,1007565,Castrol India Limited,Patalganga,134059102,SK40/24 PV6<IHS-RS.10/-*CASTROL*RED 3984,1340591,SK 40/24 PV6 IHS CASTROL,"300,000",200,0,Patalganga,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2571,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACC4481E1ZV,LCV-17 Ft.,MH14JL1498
