Vehicle Name,Rate,Destination,UpdatedDate
Tempo-407,0,Ahmedabad,01/04/2022
LCV-709,0,Ahmedabad,01/04/2022
Cont.-32 Ft.9,0,Ahmedabad,01/04/2022
LCL,0,Ahmednagar,01/04/2022
Cont.-32 Ft.,0,Ahmednagar,01/04/2022
Cont.-32 Ft.9,0,Ahmednagar,01/04/2022
LCL,0,Akola,01/04/2022
Tempo-407,0,Akola,01/04/2022
LCV-709,0,Akola,01/04/2022
Cont.-32 Ft.,0,Akola,01/04/2022
Cont.-32 Ft.9,0,Akola,01/04/2022
LCL,0,Aligrah,01/04/2022
PICK UP,0,Aligrah,01/04/2022
Tempo-407,0,Aligrah,01/04/2022
LCV-709,0,Aligrah,01/04/2022
LCV-17 Ft.,0,Aligrah,01/04/2022
Truck-19 Ft.,0,Aligrah,01/04/2022
Cont.-19 Ft.,0,Aligrah,01/04/2022
Cont.-20 Ft.,0,Aligrah,01/04/2022
Cont.-32 Ft.,0,Aligrah,01/04/2022
Cont.-32 Ft.9,0,Aligrah,01/04/2022
LCL,0,Aluva,01/04/2022
PICK UP,0,Aluva,01/04/2022
Tempo-407,0,Aluva,01/04/2022
LCV-709,0,Aluva,01/04/2022
LCV-17 Ft.,0,Aluva,01/04/2022
Truck-19 Ft.,0,Aluva,01/04/2022
Cont.-19 Ft.,0,Aluva,01/04/2022
Cont.-20 Ft.,0,Aluva,01/04/2022
Cont.-32 Ft.,0,Aluva,01/04/2022
Cont.-32 Ft.9,0,Aluva,01/04/2022
LCL,0,Alwar,01/04/2022
PICK UP,0,Alwar,01/04/2022
Tempo-407,0,Alwar,01/04/2022
LCV-709,0,Alwar,01/04/2022
LCV-17 Ft.,0,Alwar,01/04/2022
Truck-19 Ft.,0,Alwar,01/04/2022
Cont.-32 Ft.,0,Alwar,01/04/2022
Cont.-32 Ft.9,0,Alwar,01/04/2022
LCL,0,Ambala,01/04/2022
PICK UP,0,Ambala,01/04/2022
Tempo-407,0,Ambala,01/04/2022
LCV-709,0,Ambala,01/04/2022
LCV-17 Ft.,0,Ambala,01/04/2022
Truck-19 Ft.,0,Ambala,01/04/2022
LCL,0,Ambernath,01/04/2022
Cont.-32 Ft.,0,Ambernath,01/04/2022
Cont.-32 Ft.9,0,Ambernath,01/04/2022
LCL,0,AMMAN,01/04/2022
Export 20 ft,0,AMMAN,01/04/2022
Export 40 ft,0,AMMAN,01/04/2022
LCL,0,Amritsar,01/04/2022
PICK UP,0,Amritsar,01/04/2022
Tempo-407,0,Amritsar,01/04/2022
LCV-709,0,Amritsar,01/04/2022
LCV-17 Ft.,0,Amritsar,01/04/2022
Truck-19 Ft.,0,Amritsar,01/04/2022
Cont.-19 Ft.,0,Amritsar,01/04/2022
Cont.-20 Ft.,0,Amritsar,01/04/2022
Cont.-32 Ft.,0,Amritsar,01/04/2022
Cont.-32 Ft.9,0,Amritsar,01/04/2022
LCL,0,Andaman Islands,01/04/2022
PICK UP,0,Andaman Islands,01/04/2022
Tempo-407,0,Andaman Islands,01/04/2022
LCV-709,0,Andaman Islands,01/04/2022
LCV-17 Ft.,0,Andaman Islands,01/04/2022
Truck-19 Ft.,0,Andaman Islands,01/04/2022
Cont.-19 Ft.,0,Andaman Islands,01/04/2022
Cont.-20 Ft.,0,Andaman Islands,01/04/2022
Cont.-32 Ft.,0,Andaman Islands,01/04/2022
Cont.-32 Ft.9,0,Andaman Islands,01/04/2022
LCL,0,Andra Pradesh,01/04/2022
PICK UP,0,Andra Pradesh,01/04/2022
Tempo-407,0,Andra Pradesh,01/04/2022
LCV-709,0,Andra Pradesh,01/04/2022
LCV-17 Ft.,0,Andra Pradesh,01/04/2022
Truck-19 Ft.,0,Andra Pradesh,01/04/2022
Cont.-19 Ft.,0,Andra Pradesh,01/04/2022
Cont.-20 Ft.,0,Andra Pradesh,01/04/2022
Cont.-32 Ft.,0,Andra Pradesh,01/04/2022
Cont.-32 Ft.9,0,Andra Pradesh,01/04/2022
LCL,0,At Aslali,01/04/2022
PICK UP,0,At Aslali,01/04/2022
Tempo-407,0,At Aslali,01/04/2022
LCV-709,0,At Aslali,01/04/2022
LCV-17 Ft.,0,At Aslali,01/04/2022
Truck-19 Ft.,0,At Aslali,01/04/2022
Cont.-19 Ft.,0,At Aslali,01/04/2022
Cont.-20 Ft.,0,At Aslali,01/04/2022
Cont.-32 Ft.,0,At Aslali,01/04/2022
Cont.-32 Ft.9,0,At Aslali,01/04/2022
LCL,0,Atlanta GA,01/04/2022
Export 20 ft,0,Atlanta GA,01/04/2022
Export 40 ft,0,Atlanta GA,01/04/2022
LCL,0,Aurangabad,01/04/2022
PICK UP,0,Aurangabad,01/04/2022
Tempo-407,0,Aurangabad,01/04/2022
LCV-709,0,Aurangabad,01/04/2022
Cont.-32 Ft.,0,Aurangabad,01/04/2022
Cont.-32 Ft.9,0,Aurangabad,01/04/2022
LCL,0,Australia,01/04/2022
Export 20 ft,0,Australia,01/04/2022
Export 40 ft,0,Australia,01/04/2022
LCL,0,Badarpura,01/04/2022
PICK UP,0,Badarpura,01/04/2022
Tempo-407,0,Badarpura,01/04/2022
LCV-709,0,Badarpura,01/04/2022
LCV-17 Ft.,0,Badarpura,01/04/2022
Truck-19 Ft.,0,Badarpura,01/04/2022
Cont.-19 Ft.,0,Badarpura,01/04/2022
Cont.-20 Ft.,0,Badarpura,01/04/2022
Cont.-32 Ft.,0,Badarpura,01/04/2022
Cont.-32 Ft.9,0,Badarpura,01/04/2022
LCL,0,Baddi,01/04/2022
PICK UP,0,Baddi,01/04/2022
Tempo-407,0,Baddi,01/04/2022
LCV-709,0,Baddi,01/04/2022
LCV-17 Ft.,0,Baddi,01/04/2022
Truck-19 Ft.,0,Baddi,01/04/2022
Cont.-19 Ft.,0,Baddi,01/04/2022
Cont.-20 Ft.,0,Baddi,01/04/2022
Cont.-32 Ft.,0,Baddi,01/04/2022
Cont.-32 Ft.9,0,Baddi,01/04/2022
LCL,0,"BAGRU(EXTN.), BAGRU",01/04/2022
PICK UP,0,"BAGRU(EXTN.), BAGRU",01/04/2022
Tempo-407,0,"BAGRU(EXTN.), BAGRU",01/04/2022
LCV-709,0,"BAGRU(EXTN.), BAGRU",01/04/2022
LCV-17 Ft.,0,"BAGRU(EXTN.), BAGRU",01/04/2022
Truck-19 Ft.,0,"BAGRU(EXTN.), BAGRU",01/04/2022
Cont.-19 Ft.,0,"BAGRU(EXTN.), BAGRU",01/04/2022
Cont.-20 Ft.,0,"BAGRU(EXTN.), BAGRU",01/04/2022
Cont.-32 Ft.,0,"BAGRU(EXTN.), BAGRU",01/04/2022
Cont.-32 Ft.9,0,"BAGRU(EXTN.), BAGRU",01/04/2022
LCL,0,Bahadurgarh,01/04/2022
PICK UP,0,Bahadurgarh,01/04/2022
Tempo-407,0,Bahadurgarh,01/04/2022
LCV-709,0,Bahadurgarh,01/04/2022
LCV-17 Ft.,0,Bahadurgarh,01/04/2022
Truck-19 Ft.,0,Bahadurgarh,01/04/2022
Cont.-32 Ft.9,0,Bahadurgarh,01/04/2022
LCL,0,"BAHALGARH, SONIPAT",01/04/2022
PICK UP,0,"BAHALGARH, SONIPAT",01/04/2022
Tempo-407,0,"BAHALGARH, SONIPAT",01/04/2022
LCV-709,0,"BAHALGARH, SONIPAT",01/04/2022
LCV-17 Ft.,0,"BAHALGARH, SONIPAT",01/04/2022
Truck-19 Ft.,0,"BAHALGARH, SONIPAT",01/04/2022
Cont.-19 Ft.,0,"BAHALGARH, SONIPAT",01/04/2022
Cont.-20 Ft.,0,"BAHALGARH, SONIPAT",01/04/2022
Cont.-32 Ft.,0,"BAHALGARH, SONIPAT",01/04/2022
Cont.-32 Ft.9,0,"BAHALGARH, SONIPAT",01/04/2022
LCL,0,"Bandar Indahpura, Kulaijaya, Johor",01/04/2022
Export 20 ft,0,"Bandar Indahpura, Kulaijaya, Johor",01/04/2022
Export 40 ft,0,"Bandar Indahpura, Kulaijaya, Johor",01/04/2022
LCL,0,BANGLADESH,01/04/2022
Export 20 ft,0,BANGLADESH,01/04/2022
Export 40 ft,0,BANGLADESH,01/04/2022
LCL,0,Banten,01/04/2022
Export 20 ft,0,Banten,01/04/2022
Export 40 ft,0,Banten,01/04/2022
LCL,0,Barabanki,01/04/2022
PICK UP,0,Barabanki,01/04/2022
Tempo-407,0,Barabanki,01/04/2022
LCV-709,0,Barabanki,01/04/2022
LCV-17 Ft.,0,Barabanki,01/04/2022
Truck-19 Ft.,0,Barabanki,01/04/2022
LCL,0,BARAMATI,01/04/2022
Tempo-407,0,BARAMATI,01/04/2022
Cont.-32 Ft.,0,BARAMATI,01/04/2022
Cont.-32 Ft.9,0,BARAMATI,01/04/2022
LCL,0,Barcelona,01/04/2022
Export 20 ft,0,Barcelona,01/04/2022
Export 40 ft,0,Barcelona,01/04/2022
LCL,0,Barelly,01/04/2022
PICK UP,0,Barelly,01/04/2022
Tempo-407,0,Barelly,01/04/2022
LCV-709,0,Barelly,01/04/2022
LCV-17 Ft.,0,Barelly,01/04/2022
Truck-19 Ft.,0,Barelly,01/04/2022
Cont.-19 Ft.,0,Barelly,01/04/2022
Cont.-20 Ft.,0,Barelly,01/04/2022
Cont.-32 Ft.,0,Barelly,01/04/2022
Cont.-32 Ft.9,0,Barelly,01/04/2022
LCL,0,Baroda,01/04/2022
PICK UP,0,Baroda,01/04/2022
Tempo-407,0,Baroda,01/04/2022
LCV-709,0,Baroda,01/04/2022
LCV-17 Ft.,0,Baroda,01/04/2022
Truck-19 Ft.,0,Baroda,01/04/2022
Cont.-19 Ft.,0,Baroda,01/04/2022
Cont.-20 Ft.,0,Baroda,01/04/2022
Cont.-32 Ft.,0,Baroda,01/04/2022
Cont.-32 Ft.9,0,Baroda,01/04/2022
LCL,0,Bawana Industrial Area,01/04/2022
PICK UP,0,Bawana Industrial Area,01/04/2022
Tempo-407,0,Bawana Industrial Area,01/04/2022
LCV-709,0,Bawana Industrial Area,01/04/2022
LCV-17 Ft.,0,Bawana Industrial Area,01/04/2022
Truck-19 Ft.,0,Bawana Industrial Area,01/04/2022
Cont.-19 Ft.,0,Bawana Industrial Area,01/04/2022
Cont.-20 Ft.,0,Bawana Industrial Area,01/04/2022
Cont.-32 Ft.,0,Bawana Industrial Area,01/04/2022
Cont.-32 Ft.9,0,Bawana Industrial Area,01/04/2022
LCL,0,Bazpur,01/04/2022
PICK UP,0,Bazpur,01/04/2022
Tempo-407,0,Bazpur,01/04/2022
LCV-709,0,Bazpur,01/04/2022
LCV-17 Ft.,0,Bazpur,01/04/2022
Truck-19 Ft.,0,Bazpur,01/04/2022
Cont.-19 Ft.,0,Bazpur,01/04/2022
Cont.-20 Ft.,0,Bazpur,01/04/2022
Cont.-32 Ft.,0,Bazpur,01/04/2022
Cont.-32 Ft.9,0,Bazpur,01/04/2022
LCL,0,Bellary,01/04/2022
PICK UP,0,Bellary,01/04/2022
Tempo-407,0,Bellary,01/04/2022
LCV-709,0,Bellary,01/04/2022
LCV-17 Ft.,0,Bellary,01/04/2022
Truck-19 Ft.,0,Bellary,01/04/2022
Cont.-19 Ft.,0,Bellary,01/04/2022
Cont.-20 Ft.,0,Bellary,01/04/2022
Cont.-32 Ft.,0,Bellary,01/04/2022
Cont.-32 Ft.9,0,Bellary,01/04/2022
LCL,0,Bhachau,01/04/2022
PICK UP,0,Bhachau,01/04/2022
Tempo-407,0,Bhachau,01/04/2022
LCV-709,0,Bhachau,01/04/2022
LCV-17 Ft.,0,Bhachau,01/04/2022
Truck-19 Ft.,0,Bhachau,01/04/2022
Cont.-19 Ft.,0,Bhachau,01/04/2022
Cont.-20 Ft.,0,Bhachau,01/04/2022
Cont.-32 Ft.,0,Bhachau,01/04/2022
Cont.-32 Ft.9,0,Bhachau,01/04/2022
LCL,0,Bharatpur,01/04/2022
PICK UP,0,Bharatpur,01/04/2022
Tempo-407,0,Bharatpur,01/04/2022
LCV-709,0,Bharatpur,01/04/2022
LCV-17 Ft.,0,Bharatpur,01/04/2022
Truck-19 Ft.,0,Bharatpur,01/04/2022
Cont.-32 Ft.,0,Bharatpur,01/04/2022
Cont.-32 Ft.9,0,Bharatpur,01/04/2022
LCL,0,Bharuch,01/04/2022
PICK UP,0,Bharuch,01/04/2022
Tempo-407,0,Bharuch,01/04/2022
Cont.-32 Ft.9,0,Bharuch,01/04/2022
LCL,0,Bhiwadi,01/04/2022
PICK UP,0,Bhiwadi,01/04/2022
Tempo-407,0,Bhiwadi,01/04/2022
LCV-709,0,Bhiwadi,01/04/2022
LCV-17 Ft.,0,Bhiwadi,01/04/2022
Truck-19 Ft.,0,Bhiwadi,01/04/2022
Cont.-32 Ft.,0,Bhiwadi,01/04/2022
Cont.-32 Ft.9,0,Bhiwadi,01/04/2022
LCL,0,Bhopal,01/04/2022
PICK UP,0,Bhopal,01/04/2022
Tempo-407,0,Bhopal,01/04/2022
LCV-709,0,Bhopal,01/04/2022
LCV-17 Ft.,0,Bhopal,01/04/2022
Truck-19 Ft.,0,Bhopal,01/04/2022
Cont.-19 Ft.,0,Bhopal,01/04/2022
Cont.-32 Ft.,0,Bhopal,01/04/2022
Cont.-32 Ft.9,0,Bhopal,01/04/2022
LCL,0,Bhosari/pimpri,01/04/2022
Tempo-407,0,Bhosari/pimpri,01/04/2022
LCV-709,0,Bhosari/pimpri,01/04/2022
LCV-17 Ft.,0,Bhosari/pimpri,01/04/2022
Truck-19 Ft.,0,Bhosari/pimpri,01/04/2022
Cont.-19 Ft.,0,Bhosari/pimpri,01/04/2022
Cont.-20 Ft.,0,Bhosari/pimpri,01/04/2022
Cont.-32 Ft.,0,Bhosari/pimpri,01/04/2022
Cont.-32 Ft.9,0,Bhosari/pimpri,01/04/2022
LCL,0,Bhubaneshwar,01/04/2022
PICK UP,0,Bhubaneshwar,01/04/2022
Tempo-407,0,Bhubaneshwar,01/04/2022
LCV-709,0,Bhubaneshwar,01/04/2022
LCV-17 Ft.,0,Bhubaneshwar,01/04/2022
Truck-19 Ft.,0,Bhubaneshwar,01/04/2022
Cont.-19 Ft.,0,Bhubaneshwar,01/04/2022
Cont.-20 Ft.,0,Bhubaneshwar,01/04/2022
Cont.-32 Ft.,0,Bhubaneshwar,01/04/2022
Cont.-32 Ft.9,0,Bhubaneshwar,01/04/2022
LCL,0,Bibvewadi,01/04/2022
PICK UP,0,Bibvewadi,01/04/2022
Tempo-407,0,Bibvewadi,01/04/2022
LCV-709,0,Bibvewadi,01/04/2022
LCV-17 Ft.,0,Bibvewadi,01/04/2022
Truck-19 Ft.,0,Bibvewadi,01/04/2022
Cont.-19 Ft.,0,Bibvewadi,01/04/2022
Cont.-20 Ft.,0,Bibvewadi,01/04/2022
Cont.-32 Ft.,0,Bibvewadi,01/04/2022
Cont.-32 Ft.9,0,Bibvewadi,01/04/2022
LCL,0,Bidadi,01/04/2022
PICK UP,0,Bidadi,01/04/2022
Tempo-407,0,Bidadi,01/04/2022
LCV-709,0,Bidadi,01/04/2022
LCV-17 Ft.,0,Bidadi,01/04/2022
Truck-19 Ft.,0,Bidadi,01/04/2022
LCL,0,Bilaspur,01/04/2022
PICK UP,0,Bilaspur,01/04/2022
Tempo-407,0,Bilaspur,01/04/2022
LCV-709,0,Bilaspur,01/04/2022
LCV-17 Ft.,0,Bilaspur,01/04/2022
Truck-19 Ft.,0,Bilaspur,01/04/2022
Cont.-19 Ft.,0,Bilaspur,01/04/2022
Cont.-20 Ft.,0,Bilaspur,01/04/2022
Cont.-32 Ft.,0,Bilaspur,01/04/2022
Cont.-32 Ft.9,0,Bilaspur,01/04/2022
LCL,0,Budenheim,01/04/2022
Export 20 ft,0,Budenheim,01/04/2022
Export 40 ft,0,Budenheim,01/04/2022
LCL,0,Bulandshahar,01/04/2022
PICK UP,0,Bulandshahar,01/04/2022
Tempo-407,0,Bulandshahar,01/04/2022
LCV-709,0,Bulandshahar,01/04/2022
LCV-17 Ft.,0,Bulandshahar,01/04/2022
Truck-19 Ft.,0,Bulandshahar,01/04/2022
Cont.-19 Ft.,0,Bulandshahar,01/04/2022
Cont.-20 Ft.,0,Bulandshahar,01/04/2022
Cont.-32 Ft.,0,Bulandshahar,01/04/2022
Cont.-32 Ft.9,0,Bulandshahar,01/04/2022
LCL,0,Bundi,01/04/2022
PICK UP,0,Bundi,01/04/2022
Tempo-407,0,Bundi,01/04/2022
LCV-709,0,Bundi,01/04/2022
LCV-17 Ft.,0,Bundi,01/04/2022
Truck-19 Ft.,0,Bundi,01/04/2022
Cont.-19 Ft.,0,Bundi,01/04/2022
Cont.-32 Ft.,0,Bundi,01/04/2022
Cont.-32 Ft.9,0,Bundi,01/04/2022
LCL,0,CALICUT,01/04/2022
PICK UP,0,CALICUT,01/04/2022
Tempo-407,0,CALICUT,01/04/2022
LCV-709,0,CALICUT,01/04/2022
LCV-17 Ft.,0,CALICUT,01/04/2022
Truck-19 Ft.,0,CALICUT,01/04/2022
Cont.-19 Ft.,0,CALICUT,01/04/2022
Cont.-20 Ft.,0,CALICUT,01/04/2022
Cont.-32 Ft.,0,CALICUT,01/04/2022
Cont.-32 Ft.9,0,CALICUT,01/04/2022
LCL,0,CHAD,01/04/2022
Export 20 ft,0,CHAD,01/04/2022
Export 40 ft,0,CHAD,01/04/2022
LCL,0,Chandigarh,01/04/2022
PICK UP,0,Chandigarh,01/04/2022
Tempo-407,0,Chandigarh,01/04/2022
LCV-709,0,Chandigarh,01/04/2022
LCV-17 Ft.,0,Chandigarh,01/04/2022
Truck-19 Ft.,0,Chandigarh,01/04/2022
Cont.-32 Ft.9,0,Chandigarh,01/04/2022
LCL,0,Chandrapur,01/04/2022
PICK UP,0,Chandrapur,01/04/2022
Tempo-407,0,Chandrapur,01/04/2022
LCV-709,0,Chandrapur,01/04/2022
LCV-17 Ft.,0,Chandrapur,01/04/2022
Truck-19 Ft.,0,Chandrapur,01/04/2022
Cont.-19 Ft.,0,Chandrapur,01/04/2022
Cont.-20 Ft.,0,Chandrapur,01/04/2022
Cont.-32 Ft.,0,Chandrapur,01/04/2022
Cont.-32 Ft.9,0,Chandrapur,01/04/2022
LCL,0,Changodar,01/04/2022
PICK UP,0,Changodar,01/04/2022
Tempo-407,0,Changodar,01/04/2022
LCV-709,0,Changodar,01/04/2022
LCV-17 Ft.,0,Changodar,01/04/2022
Truck-19 Ft.,0,Changodar,01/04/2022
Cont.-19 Ft.,0,Changodar,01/04/2022
Cont.-20 Ft.,0,Changodar,01/04/2022
Cont.-32 Ft.,0,Changodar,01/04/2022
Cont.-32 Ft.9,0,Changodar,01/04/2022
LCL,0,Channarayapatna,01/04/2022
PICK UP,0,Channarayapatna,01/04/2022
Tempo-407,0,Channarayapatna,01/04/2022
LCV-709,0,Channarayapatna,01/04/2022
LCV-17 Ft.,0,Channarayapatna,01/04/2022
Truck-19 Ft.,0,Channarayapatna,01/04/2022
Cont.-19 Ft.,0,Channarayapatna,01/04/2022
Cont.-20 Ft.,0,Channarayapatna,01/04/2022
Cont.-32 Ft.,0,Channarayapatna,01/04/2022
Cont.-32 Ft.9,0,Channarayapatna,01/04/2022
LCL,0,Chennai,01/04/2022
PICK UP,0,Chennai,01/04/2022
Tempo-407,0,Chennai,01/04/2022
LCV-709,0,Chennai,01/04/2022
LCV-17 Ft.,0,Chennai,01/04/2022
Truck-19 Ft.,0,Chennai,01/04/2022
Cont.-32 Ft.9,0,Chennai,01/04/2022
LCL,0,Chhibramau,01/04/2022
PICK UP,0,Chhibramau,01/04/2022
Tempo-407,0,Chhibramau,01/04/2022
LCV-709,0,Chhibramau,01/04/2022
LCV-17 Ft.,0,Chhibramau,01/04/2022
Truck-19 Ft.,0,Chhibramau,01/04/2022
Cont.-19 Ft.,0,Chhibramau,01/04/2022
Cont.-20 Ft.,0,Chhibramau,01/04/2022
Cont.-32 Ft.,0,Chhibramau,01/04/2022
Cont.-32 Ft.9,0,Chhibramau,01/04/2022
LCL,0,CHHINDWARA,01/04/2022
PICK UP,0,CHHINDWARA,01/04/2022
Tempo-407,0,CHHINDWARA,01/04/2022
LCV-709,0,CHHINDWARA,01/04/2022
LCV-17 Ft.,0,CHHINDWARA,01/04/2022
Truck-19 Ft.,0,CHHINDWARA,01/04/2022
Cont.-32 Ft.9,0,CHHINDWARA,01/04/2022
LCL,0,Chitradurga,01/04/2022
PICK UP,0,Chitradurga,01/04/2022
Tempo-407,0,Chitradurga,01/04/2022
LCV-709,0,Chitradurga,01/04/2022
LCV-17 Ft.,0,Chitradurga,01/04/2022
Truck-19 Ft.,0,Chitradurga,01/04/2022
Cont.-19 Ft.,0,Chitradurga,01/04/2022
Cont.-20 Ft.,0,Chitradurga,01/04/2022
Cont.-32 Ft.,0,Chitradurga,01/04/2022
Cont.-32 Ft.9,0,Chitradurga,01/04/2022
LCL,0,Chittore,01/04/2022
PICK UP,0,Chittore,01/04/2022
Tempo-407,0,Chittore,01/04/2022
LCV-709,0,Chittore,01/04/2022
LCV-17 Ft.,0,Chittore,01/04/2022
Truck-19 Ft.,0,Chittore,01/04/2022
Cont.-32 Ft.,0,Chittore,01/04/2022
Cont.-32 Ft.9,0,Chittore,01/04/2022
LCL,0,Coimbatore,01/04/2022
PICK UP,0,Coimbatore,01/04/2022
Tempo-407,0,Coimbatore,01/04/2022
LCV-709,0,Coimbatore,01/04/2022
LCV-17 Ft.,0,Coimbatore,01/04/2022
Truck-19 Ft.,0,Coimbatore,01/04/2022
Cont.-19 Ft.,0,Coimbatore,01/04/2022
Cont.-20 Ft.,0,Coimbatore,01/04/2022
Cont.-32 Ft.,0,Coimbatore,01/04/2022
Cont.-32 Ft.9,0,Coimbatore,01/04/2022
LCL,0,Colombo,01/04/2022
Export 20 ft,0,Colombo,01/04/2022
Export 40 ft,0,Colombo,01/04/2022
LCL,0,Cuttack,01/04/2022
PICK UP,0,Cuttack,01/04/2022
Tempo-407,0,Cuttack,01/04/2022
LCV-709,0,Cuttack,01/04/2022
LCV-17 Ft.,0,Cuttack,01/04/2022
Truck-19 Ft.,0,Cuttack,01/04/2022
Cont.-19 Ft.,0,Cuttack,01/04/2022
Cont.-20 Ft.,0,Cuttack,01/04/2022
Cont.-32 Ft.,0,Cuttack,01/04/2022
Cont.-32 Ft.9,0,Cuttack,01/04/2022
LCL,0,Dahej,01/04/2022
PICK UP,0,Dahej,01/04/2022
Tempo-407,0,Dahej,01/04/2022
Cont.-32 Ft.9,0,Dahej,01/04/2022
LCL,0,Daman,01/04/2022
PICK UP,0,Daman,01/04/2022
Cont.-32 Ft.,0,Daman,01/04/2022
Cont.-32 Ft.9,0,Daman,01/04/2022
LCL,0,Dar Es Salaam,01/04/2022
Export 20 ft,0,Dar Es Salaam,01/04/2022
Export 40 ft,0,Dar Es Salaam,01/04/2022
LCL,0,Dasna,01/04/2022
PICK UP,0,Dasna,01/04/2022
Tempo-407,0,Dasna,01/04/2022
LCV-709,0,Dasna,01/04/2022
LCV-17 Ft.,0,Dasna,01/04/2022
Truck-19 Ft.,0,Dasna,01/04/2022
Cont.-19 Ft.,0,Dasna,01/04/2022
Cont.-20 Ft.,0,Dasna,01/04/2022
Cont.-32 Ft.,0,Dasna,01/04/2022
Cont.-32 Ft.9,0,Dasna,01/04/2022
LCL,0,Dehradun,01/04/2022
PICK UP,0,Dehradun,01/04/2022
Tempo-407,0,Dehradun,01/04/2022
LCV-709,0,Dehradun,01/04/2022
LCV-17 Ft.,0,Dehradun,01/04/2022
Truck-19 Ft.,0,Dehradun,01/04/2022
Cont.-19 Ft.,0,Dehradun,01/04/2022
Cont.-20 Ft.,0,Dehradun,01/04/2022
Cont.-32 Ft.,0,Dehradun,01/04/2022
Cont.-32 Ft.9,0,Dehradun,01/04/2022
LCL,0,Delhi,01/04/2022
PICK UP,0,Delhi,01/04/2022
Tempo-407,0,Delhi,01/04/2022
LCV-709,0,Delhi,01/04/2022
LCV-17 Ft.,0,Delhi,01/04/2022
Truck-19 Ft.,0,Delhi,01/04/2022
Cont.-32 Ft.9,0,Delhi,01/04/2022
LCL,0,Dhamtari,01/04/2022
PICK UP,0,Dhamtari,01/04/2022
Tempo-407,0,Dhamtari,01/04/2022
LCV-709,0,Dhamtari,01/04/2022
LCV-17 Ft.,0,Dhamtari,01/04/2022
Truck-19 Ft.,0,Dhamtari,01/04/2022
Cont.-19 Ft.,0,Dhamtari,01/04/2022
Cont.-20 Ft.,0,Dhamtari,01/04/2022
Cont.-32 Ft.,0,Dhamtari,01/04/2022
Cont.-32 Ft.9,0,Dhamtari,01/04/2022
LCL,0,"Dhar, Madhya pradesh",01/04/2022
PICK UP,0,"Dhar, Madhya pradesh",01/04/2022
Tempo-407,0,"Dhar, Madhya pradesh",01/04/2022
LCV-709,0,"Dhar, Madhya pradesh",01/04/2022
LCV-17 Ft.,0,"Dhar, Madhya pradesh",01/04/2022
Truck-19 Ft.,0,"Dhar, Madhya pradesh",01/04/2022
Cont.-19 Ft.,0,"Dhar, Madhya pradesh",01/04/2022
Cont.-20 Ft.,0,"Dhar, Madhya pradesh",01/04/2022
Cont.-32 Ft.,0,"Dhar, Madhya pradesh",01/04/2022
Cont.-32 Ft.9,0,"Dhar, Madhya pradesh",01/04/2022
LCL,0,DHARWAD,01/04/2022
PICK UP,0,DHARWAD,01/04/2022
Tempo-407,0,DHARWAD,01/04/2022
LCV-709,0,DHARWAD,01/04/2022
LCV-17 Ft.,0,DHARWAD,01/04/2022
Truck-19 Ft.,0,DHARWAD,01/04/2022
Cont.-19 Ft.,0,DHARWAD,01/04/2022
Cont.-20 Ft.,0,DHARWAD,01/04/2022
Cont.-32 Ft.,0,DHARWAD,01/04/2022
Cont.-32 Ft.9,0,DHARWAD,01/04/2022
LCL,0,Dhayari (Pune),01/04/2022
